sequence,update_id,memory_id,version,operation,backend,event_persisted_at,backend_committed_at,rawerk_committed_at,checkpoint_committed_at,first_searchable,first_searchable_at,processing_attempt,status,is_duplicate
211,p53a_evt_000211,p53a_000211,211,update_relation,cassandra,13234.83,13269.829,13280.044,13281.705,True,13295.833,1,ok,False
212,p53a_evt_000212,p53a_000212,212,insert_memory,cassandra,13295.855,13325.415,13340.883,13341.446,True,13356.583,1,ok,False
213,p53a_evt_000213,p53a_000213,213,insert_memory,cassandra,13356.604,13389.625,13402.323,13402.878,True,13422.42,1,ok,False
214,p53a_evt_000214,p53a_000214,214,insert_memory,cassandra,13422.432,13449.442,13463.901,13464.654,True,13478.861,1,ok,False
215,p53a_evt_000215,p53a_000215,215,insert_memory,cassandra,13478.874,13509.447,13524.661,13525.202,True,13542.255,1,ok,False
216,p53a_evt_000216,p53a_000216,216,insert_memory,cassandra,13542.266,13572.577,13586.003,13586.505,True,13602.537,1,ok,False
217,p53a_evt_000217,p53a_000217,217,update_relation,cassandra,13602.551,13633.003,13647.162,13647.658,True,13664.762,1,ok,False
218,p53a_evt_000218,p53a_000218,218,insert_memory,cassandra,13664.78,13695.396,13709.937,13711.0,True,13725.858,1,ok,False
219,p53a_evt_000219,p53a_000219,219,update_relation,cassandra,13725.871,13756.906,13771.808,13772.341,True,13793.306,1,ok,False
220,p53a_evt_000220,p53a_000220,220,insert_memory,cassandra,13793.32,13816.126,13831.469,13832.197,True,13847.351,1,ok,False
221,p53a_evt_000221,p53a_000221,221,update_relation,cassandra,13847.365,13880.91,13894.459,13895.429,True,13913.547,1,ok,False
222,p53a_evt_000222,p53a_000222,222,update_relation,cassandra,13913.567,13944.577,13958.504,13959.065,True,13974.548,1,ok,False
223,p53a_evt_000223,p53a_000223,223,insert_memory,cassandra,13974.567,14006.128,14021.135,14022.275,True,14036.705,1,ok,False
224,p53a_evt_000224,p53a_000224,224,insert_memory,cassandra,14036.718,14067.711,14084.208,14084.71,True,14099.541,1,ok,False
225,p53a_evt_000225,p53a_000225,225,insert_memory,cassandra,14099.555,14135.588,14145.092,14145.952,True,14200.612,1,ok,False
226,p53a_evt_000226,p53a_000226,226,insert_memory,cassandra,14200.644,14221.806,14238.121,14238.622,True,14253.095,1,ok,False
227,p53a_evt_000227,p53a_000227,227,replace_relation,cassandra,14253.11,14284.572,14300.087,14300.614,True,14315.741,1,ok,False
228,p53a_evt_000228,p53a_000228,228,update_relation,cassandra,14315.759,14346.394,14361.539,14362.03,True,14377.4,1,ok,False
229,p53a_evt_000229,p53a_000229,229,insert_memory,cassandra,14377.423,14409.147,14424.021,14424.867,True,14439.332,1,ok,False
230,p53a_evt_000230,p53a_000230,230,insert_memory,cassandra,14439.35,14470.155,14485.011,14485.539,True,14500.505,1,ok,False
231,p53a_evt_000231,p53a_000231,231,update_relation,cassandra,14500.52,14532.12,14546.528,14547.371,True,14562.87,1,ok,False
232,p53a_evt_000232,p53a_000232,232,insert_memory,cassandra,14562.89,14593.615,14608.037,14608.652,True,14624.218,1,ok,False
233,p53a_evt_000233,p53a_000233,233,update_relation,cassandra,14624.238,14655.785,14669.796,14671.385,True,14686.331,1,ok,False
234,p53a_evt_000234,p53a_000234,234,insert_memory,cassandra,14686.344,14716.061,14729.099,14729.593,True,14744.835,1,ok,False
235,p53a_evt_000235,p53a_000235,235,insert_memory,cassandra,14744.85,14775.04,14790.609,14791.119,True,14807.146,1,ok,False
236,p53a_evt_000236,p53a_000236,236,insert_memory,cassandra,14807.159,14835.105,14850.416,14851.143,True,14866.802,1,ok,False
237,p53a_evt_000237,p53a_000237,237,update_relation,cassandra,14866.817,14898.593,14912.489,14912.956,True,14930.922,1,ok,False
238,p53a_evt_000238,p53a_000238,238,insert_memory,cassandra,14930.933,14959.586,14974.554,14975.078,True,14996.0,1,ok,False
239,p53a_evt_000239,p53a_000239,239,update_relation,cassandra,14996.012,15020.148,15036.462,15037.012,True,15050.906,1,ok,False
240,p53a_evt_000240,p53a_000240,240,replace_relation,cassandra,15050.923,15082.321,15096.603,15097.198,True,15112.635,1,ok,False
241,p53a_evt_000241,p53a_000241,241,insert_memory,cassandra,15112.648,15144.758,15158.483,15158.997,True,15178.958,1,ok,False
242,p53a_evt_000242,p53a_000242,242,replace_relation,cassandra,15178.97,15203.02,15217.308,15217.869,True,15232.564,1,ok,False
243,p53a_evt_000243,p53a_000243,243,insert_memory,cassandra,15232.589,15264.829,15275.464,15276.017,True,15291.49,1,ok,False
244,p53a_evt_000244,p53a_000244,244,insert_memory,cassandra,15291.5,15321.967,15337.98,15338.545,True,15354.606,1,ok,False
245,p53a_evt_000245,p53a_000245,245,insert_memory,cassandra,15354.625,15385.024,15397.322,15398.118,True,15414.245,1,ok,False
246,p53a_evt_000246,p53a_000246,246,update_relation,cassandra,15414.261,15445.746,15459.708,15460.186,True,15480.438,1,ok,False
247,p53a_evt_000247,p53a_000247,247,insert_memory,cassandra,15480.448,15507.261,15522.654,15523.265,True,15538.885,1,ok,False
248,p53a_evt_000248,p53a_000248,248,insert_memory,cassandra,15538.896,15571.027,15583.785,15584.709,True,15602.314,1,ok,False
249,p53a_evt_000249,p53a_000249,249,update_relation,cassandra,15602.341,15632.514,15647.857,15648.352,True,15663.103,1,ok,False
250,p53a_evt_000250,p53a_000250,250,insert_memory,cassandra,15663.115,15694.985,15708.102,15708.538,True,15727.071,1,ok,False
251,p53a_evt_000251,p53a_000251,251,update_relation,cassandra,15727.116,15757.358,15769.743,15770.223,True,15786.658,1,ok,False
252,p53a_evt_000252,p53a_000252,252,insert_memory,cassandra,15786.674,15815.35,15830.609,15831.075,True,15847.08,1,ok,False
253,p53a_evt_000253,p53a_000253,253,replace_relation,cassandra,15847.092,15878.296,15892.506,15892.985,True,15907.555,1,ok,False
254,p53a_evt_000254,p53a_000254,254,update_relation,cassandra,15907.567,15938.942,15953.499,15954.101,True,15971.051,1,ok,False
255,p53a_evt_000255,p53a_000255,255,replace_relation,cassandra,15971.07,16002.419,16017.646,16018.692,True,16032.739,1,ok,False
256,p53a_evt_000256,p53a_000256,256,insert_memory,cassandra,16032.778,16063.265,16077.373,16078.298,True,16093.297,1,ok,False
257,p53a_evt_000257,p53a_000257,257,insert_memory,cassandra,16093.315,16125.133,16139.414,16140.17,True,16155.272,1,ok,False
258,p53a_evt_000258,p53a_000258,258,update_relation,cassandra,16155.282,16185.253,16200.621,16201.136,True,16217.34,1,ok,False
259,p53a_evt_000259,p53a_000259,259,insert_memory,cassandra,16217.367,16248.292,16263.04,16263.54,True,16279.502,1,ok,False
260,p53a_evt_000260,p53a_000260,260,update_relation,cassandra,16279.516,16312.418,16326.045,16326.534,True,16343.656,1,ok,False
261,p53a_evt_000261,p53a_000261,261,update_relation,cassandra,16343.669,16374.361,16387.839,16388.296,True,16404.029,1,ok,False
262,p53a_evt_000262,p53a_000262,262,insert_memory,cassandra,16404.04,16435.099,16450.871,16451.359,True,16467.313,1,ok,False
263,p53a_evt_000263,p53a_000263,263,insert_memory,cassandra,16467.328,16497.698,16513.148,16513.656,True,16530.05,1,ok,False
264,p53a_evt_000264,p53a_000264,264,update_relation,cassandra,16530.069,16558.297,16572.869,16573.347,True,16584.937,1,ok,False
265,p53a_evt_000265,p53a_000265,265,insert_memory,cassandra,16584.95,16614.933,16629.783,16630.359,True,16645.147,1,ok,False
266,p53a_evt_000266,p53a_000266,266,insert_memory,cassandra,16645.158,16678.253,16691.326,16691.85,True,16711.251,1,ok,False
267,p53a_evt_000267,p53a_000267,267,insert_memory,cassandra,16711.265,16738.48,16751.232,16751.775,True,16767.626,1,ok,False
268,p53a_evt_000268,p53a_000268,268,update_relation,cassandra,16767.638,16800.329,16813.249,16813.71,True,16888.972,1,ok,False
269,p53a_evt_000269,p53a_000269,269,insert_memory,cassandra,16888.995,16923.128,16937.152,16937.685,True,16958.632,1,ok,False
270,p53a_evt_000270,p53a_000270,270,insert_memory,cassandra,16958.652,16984.711,16999.951,17000.456,True,17014.768,1,ok,False
271,p53a_evt_000271,p53a_000271,271,insert_memory,cassandra,17014.779,17046.182,17061.152,17061.597,True,17077.018,1,ok,False
272,p53a_evt_000272,p53a_000272,272,replace_relation,cassandra,17077.075,17110.413,17124.592,17125.288,True,17139.5,1,ok,False
273,p53a_evt_000273,p53a_000273,273,insert_memory,cassandra,17139.532,17170.656,17181.286,17182.008,True,17196.516,1,ok,False
274,p53a_evt_000274,p53a_000274,274,insert_memory,cassandra,17196.528,17226.798,17241.73,17242.244,True,17258.41,1,ok,False
275,p53a_evt_000275,p53a_000275,275,insert_memory,cassandra,17258.421,17291.02,17300.395,17300.857,True,17318.218,1,ok,False
276,p53a_evt_000276,p53a_000276,276,insert_memory,cassandra,17318.231,17349.275,17361.85,17362.341,True,17380.729,1,ok,False
277,p53a_evt_000277,p53a_000277,277,insert_memory,cassandra,17380.741,17409.298,17422.934,17423.381,True,17440.985,1,ok,False
278,p53a_evt_000278,p53a_000278,278,insert_memory,cassandra,17441.003,17469.458,17485.604,17486.137,True,17495.967,1,ok,False
279,p53a_evt_000279,p53a_000279,279,insert_memory,cassandra,17495.979,17526.125,17541.612,17542.135,True,17557.639,1,ok,False
280,p53a_evt_000280,p53a_000280,280,insert_memory,cassandra,17557.651,17587.98,17603.282,17603.8,True,17619.369,1,ok,False
281,p53a_evt_000281,p53a_000281,281,update_relation,cassandra,17619.382,17650.969,17664.24,17664.736,True,17681.032,1,ok,False
282,p53a_evt_000282,p53a_000282,282,update_relation,cassandra,17681.045,17712.348,17726.518,17726.994,True,17743.359,1,ok,False
283,p53a_evt_000283,p53a_000283,283,update_relation,cassandra,17743.37,17774.081,17788.147,17788.621,True,17807.36,1,ok,False
284,p53a_evt_000284,p53a_000284,284,update_relation,cassandra,17807.383,17834.138,17848.69,17849.147,True,17865.123,1,ok,False
285,p53a_evt_000285,p53a_000285,285,update_relation,cassandra,17865.136,17895.993,17910.62,17911.104,True,17925.365,1,ok,False
286,p53a_evt_000286,p53a_000286,286,insert_memory,cassandra,17925.376,17958.115,17972.385,17972.866,True,17988.096,1,ok,False
287,p53a_evt_000287,p53a_000287,287,insert_memory,cassandra,17988.109,18020.223,18036.214,18036.76,True,18051.063,1,ok,False
288,p53a_evt_000288,p53a_000288,288,update_relation,cassandra,18051.083,18082.175,18097.507,18098.415,True,18112.767,1,ok,False
289,p53a_evt_000289,p53a_000289,289,insert_memory,cassandra,18112.78,18144.992,18159.131,18159.653,True,18175.754,1,ok,False
290,p53a_evt_000290,p53a_000290,290,insert_memory,cassandra,18175.767,18206.938,18221.469,18222.01,True,18241.008,1,ok,False
291,p53a_evt_000291,p53a_000291,291,replace_relation,cassandra,18241.02,18266.892,18282.57,18283.034,True,18297.664,1,ok,False
292,p53a_evt_000292,p53a_000292,292,insert_memory,cassandra,18297.675,18328.628,18343.714,18344.254,True,18359.868,1,ok,False
293,p53a_evt_000293,p53a_000293,293,update_relation,cassandra,18359.882,18392.322,18405.926,18406.569,True,18425.244,1,ok,False
294,p53a_evt_000294,p53a_000294,294,insert_memory,cassandra,18425.27,18452.61,18467.419,18467.882,True,18483.277,1,ok,False
295,p53a_evt_000295,p53a_000295,295,insert_memory,cassandra,18483.293,18515.059,18530.789,18531.279,True,18547.123,1,ok,False
296,p53a_evt_000296,p53a_000296,296,insert_memory,cassandra,18547.134,18578.384,18592.78,18593.593,True,18607.823,1,ok,False
297,p53a_evt_000297,p53a_000297,297,update_relation,cassandra,18607.841,18639.986,18654.153,18655.014,True,18670.334,1,ok,False
298,p53a_evt_000298,p53a_000298,298,update_relation,cassandra,18670.36,18707.304,18721.829,18722.317,True,18739.857,1,ok,False
299,p53a_evt_000299,p53a_000299,299,update_relation,cassandra,18739.87,18768.382,18783.019,18783.515,True,18796.87,1,ok,False
300,p53a_evt_000300,p53a_000300,300,insert_memory,cassandra,18796.898,18828.669,18837.892,18838.363,True,18853.004,1,ok,False
301,p53a_evt_000301,p53a_000301,301,update_relation,cassandra,18853.016,18876.993,18888.182,18888.969,True,18904.901,1,ok,False
302,p53a_evt_000302,p53a_000302,302,update_relation,cassandra,18904.93,18933.188,18947.01,18948.897,True,18962.814,1,ok,False
303,p53a_evt_000303,p53a_000303,303,update_relation,cassandra,18962.826,18988.826,19003.496,19004.053,True,19017.422,1,ok,False
304,p53a_evt_000304,p53a_000304,304,insert_memory,cassandra,19017.432,19048.548,19062.348,19062.865,True,19078.532,1,ok,False
305,p53a_evt_000305,p53a_000305,305,insert_memory,cassandra,19078.544,19109.596,19124.457,19124.884,True,19141.26,1,ok,False
306,p53a_evt_000306,p53a_000306,306,replace_relation,cassandra,19141.27,19180.139,19190.289,19190.703,True,19201.708,1,ok,False
307,p53a_evt_000307,p53a_000307,307,insert_memory,cassandra,19201.717,19233.742,19244.943,19245.375,True,19262.53,1,ok,False
308,p53a_evt_000308,p53a_000308,308,update_relation,cassandra,19262.541,19294.074,19304.075,19304.503,True,19321.975,1,ok,False
309,p53a_evt_000309,p53a_000309,309,replace_relation,cassandra,19321.988,19351.099,19364.265,19364.744,True,19377.288,1,ok,False
310,p53a_evt_000310,p53a_000310,310,update_relation,cassandra,19377.298,19406.806,19420.804,19421.614,True,19433.518,1,ok,False
311,p53a_evt_000311,p53a_000311,311,insert_memory,cassandra,19433.535,19461.086,19474.741,19475.491,True,19488.521,1,ok,False
312,p53a_evt_000312,p53a_000312,312,update_relation,cassandra,19488.55,19515.404,19529.625,19530.337,True,19545.365,1,ok,False
313,p53a_evt_000313,p53a_000313,313,update_relation,cassandra,19545.375,19575.602,19588.076,19588.566,True,19605.796,1,ok,False
314,p53a_evt_000314,p53a_000314,314,insert_memory,cassandra,19605.808,19636.584,19648.549,19648.989,True,19670.429,1,ok,False
315,p53a_evt_000315,p53a_000315,315,insert_memory,cassandra,19670.443,19696.674,19709.935,19710.375,True,19727.798,1,ok,False
316,p53a_evt_000316,p53a_000316,316,insert_memory,cassandra,19727.822,19751.807,19765.559,19766.285,True,19776.216,1,ok,False
317,p53a_evt_000317,p53a_000317,317,insert_memory,cassandra,19776.229,19806.189,19821.685,19822.156,True,19837.825,1,ok,False
318,p53a_evt_000318,p53a_000318,318,insert_memory,cassandra,19837.84,19871.558,19886.378,19886.772,True,19901.19,1,ok,False
319,p53a_evt_000319,p53a_000319,319,update_relation,cassandra,19901.201,19930.247,19945.329,19945.745,True,19957.784,1,ok,False
320,p53a_evt_000320,p53a_000320,320,insert_memory,cassandra,19957.796,19990.874,20004.929,20005.372,True,20018.715,1,ok,False
321,p53a_evt_000321,p53a_000321,321,insert_memory,cassandra,20018.725,20049.435,20062.416,20062.967,True,20075.814,1,ok,False
322,p53a_evt_000322,p53a_000322,322,insert_memory,cassandra,20075.825,20102.284,20118.168,20118.632,True,20134.496,1,ok,False
323,p53a_evt_000323,p53a_000323,323,insert_memory,cassandra,20134.524,20168.087,20182.08,20182.659,True,20200.428,1,ok,False
324,p53a_evt_000324,p53a_000324,324,update_relation,cassandra,20200.441,20233.125,20243.064,20243.567,True,20255.673,1,ok,False
325,p53a_evt_000325,p53a_000325,325,insert_memory,cassandra,20255.684,20286.763,20299.943,20300.504,True,20322.036,1,ok,False
326,p53a_evt_000326,p53a_000326,326,insert_memory,cassandra,20322.062,20345.744,20356.811,20357.539,True,20376.635,1,ok,False
327,p53a_evt_000327,p53a_000327,327,update_relation,cassandra,20376.645,20406.719,20421.727,20422.235,True,20440.852,1,ok,False
328,p53a_evt_000328,p53a_000328,328,insert_memory,cassandra,20440.862,20465.301,20476.543,20476.966,True,20496.162,1,ok,False
329,p53a_evt_000329,p53a_000329,329,insert_memory,cassandra,20496.175,20522.39,20538.667,20539.613,True,20553.75,1,ok,False
330,p53a_evt_000330,p53a_000330,330,insert_memory,cassandra,20553.762,20587.842,20603.429,20603.9,True,20618.817,1,ok,False
331,p53a_evt_000331,p53a_000331,331,insert_memory,cassandra,20618.828,20647.334,20659.403,20659.869,True,20675.074,1,ok,False
332,p53a_evt_000332,p53a_000332,332,update_relation,cassandra,20675.084,20706.513,20720.518,20721.009,True,20737.333,1,ok,False
333,p53a_evt_000333,p53a_000333,333,insert_memory,cassandra,20737.351,20764.689,20778.7,20779.228,True,20797.272,1,ok,False
334,p53a_evt_000334,p53a_000334,334,update_relation,cassandra,20797.283,20821.972,20838.573,20839.264,True,20853.983,1,ok,False
335,p53a_evt_000335,p53a_000335,335,insert_memory,cassandra,20854.0,20887.91,20903.758,20904.268,True,20920.811,1,ok,False
336,p53a_evt_000336,p53a_000336,336,update_relation,cassandra,20920.822,20948.075,20961.202,20961.661,True,20979.168,1,ok,False
337,p53a_evt_000337,p53a_000337,337,update_relation,cassandra,20979.178,21008.714,21024.967,21025.401,True,21039.623,1,ok,False
338,p53a_evt_000338,p53a_000338,338,insert_memory,cassandra,21039.632,21071.432,21084.333,21084.809,True,21107.518,1,ok,False
339,p53a_evt_000339,p53a_000339,339,insert_memory,cassandra,21107.529,21131.005,21148.082,21148.665,True,21163.166,1,ok,False
340,p53a_evt_000340,p53a_000340,340,insert_memory,cassandra,21163.179,21193.424,21207.674,21208.15,True,21222.925,1,ok,False
341,p53a_evt_000341,p53a_000341,341,insert_memory,cassandra,21222.944,21257.334,21271.359,21271.806,True,21283.68,1,ok,False
342,p53a_evt_000342,p53a_000342,342,update_relation,cassandra,21283.696,21316.149,21328.336,21328.756,True,21347.751,1,ok,False
343,p53a_evt_000343,p53a_000343,343,insert_memory,cassandra,21347.763,21371.954,21384.815,21385.302,True,21399.345,1,ok,False
344,p53a_evt_000344,p53a_000344,344,update_relation,cassandra,21399.356,21421.571,21438.986,21439.411,True,21450.143,1,ok,False
345,p53a_evt_000345,p53a_000345,345,update_relation,cassandra,21450.169,21477.908,21488.912,21489.394,True,21501.793,1,ok,False
346,p53a_evt_000346,p53a_000346,346,insert_memory,cassandra,21501.805,21528.492,21540.026,21540.835,True,21555.373,1,ok,False
347,p53a_evt_000347,p53a_000347,347,insert_memory,cassandra,21555.385,21589.51,21602.927,21603.378,True,21617.563,1,ok,False
348,p53a_evt_000348,p53a_000348,348,update_relation,cassandra,21617.575,21642.118,21657.076,21657.801,True,21672.348,1,ok,False
349,p53a_evt_000349,p53a_000349,349,update_relation,cassandra,21672.365,21703.776,21713.982,21714.627,True,21730.061,1,ok,False
350,p53a_evt_000350,p53a_000350,350,insert_memory,cassandra,21730.07,21762.444,21778.06,21778.605,True,21791.98,1,ok,False
351,p53a_evt_000351,p53a_000351,351,replace_relation,cassandra,21791.993,21824.73,21838.238,21838.928,True,21857.067,1,ok,False
352,p53a_evt_000352,p53a_000352,352,insert_memory,cassandra,21857.08,21886.689,21898.606,21899.026,True,21917.854,1,ok,False
353,p53a_evt_000353,p53a_000353,353,update_relation,cassandra,21917.869,21945.806,21959.038,21959.518,True,21975.272,1,ok,False
354,p53a_evt_000354,p53a_000354,354,insert_memory,cassandra,21975.283,22003.195,22018.535,22019.014,True,22036.649,1,ok,False
355,p53a_evt_000355,p53a_000355,355,update_relation,cassandra,22036.66,22061.304,22072.087,22072.477,True,22093.144,1,ok,False
356,p53a_evt_000356,p53a_000356,356,insert_memory,cassandra,22093.155,22118.167,22132.887,22133.265,True,22144.092,1,ok,False
357,p53a_evt_000357,p53a_000357,357,insert_memory,cassandra,22144.101,22174.102,22184.45,22184.969,True,22199.942,1,ok,False
358,p53a_evt_000358,p53a_000358,358,update_relation,cassandra,22199.953,22230.497,22242.828,22243.24,True,22257.174,1,ok,False
359,p53a_evt_000359,p53a_000359,359,update_relation,cassandra,22257.185,22284.079,22295.61,22296.421,True,22312.739,1,ok,False
360,p53a_evt_000360,p53a_000360,360,insert_memory,cassandra,22312.75,22342.412,22349.885,22350.412,True,22367.526,1,ok,False
361,p53a_evt_000361,p53a_000361,361,insert_memory,cassandra,22367.555,22396.486,22412.051,22412.582,True,22426.488,1,ok,False
362,p53a_evt_000362,p53a_000362,362,insert_memory,cassandra,22426.513,22454.635,22466.046,22466.466,True,22483.973,1,ok,False
363,p53a_evt_000363,p53a_000363,363,replace_relation,cassandra,22483.999,22510.885,22523.017,22523.436,True,22539.653,1,ok,False
