qa_id,conv,n_dense,n_bm25,legacy_top10,current_top10,same_set,same_order,legacy_gold_rank,current_gold_rank,same_gold_rank,legacy_hit1,current_hit1
conv-26_qa_138,conv-26,10,10,conv-26_session_1_D1:13;conv-26_session_14_D14:30;conv-26_session_9_D9:15;conv-26_session_13_D13:8;conv-26_session_8_D8:8;conv-26_session_11_D11:16;conv-26_session_14_D14:31;conv-26_session_4_D4:17;conv-26_session_16_D16:12;conv-26_session_8_D8:37,conv-26_session_1_D1:13;conv-26_session_14_D14:30;conv-26_session_9_D9:15;conv-26_session_13_D13:8;conv-26_session_8_D8:8;conv-26_session_11_D11:16;conv-26_session_14_D14:31;conv-26_session_4_D4:17;conv-26_session_16_D16:12;conv-26_session_8_D8:37,1,1,99,99,1,0,0
conv-26_qa_139,conv-26,10,10,conv-26_session_17_D17:17;conv-26_session_17_D17:19;conv-26_session_6_D6:7;conv-26_session_17_D17:10;conv-26_session_2_D2:3;conv-26_session_6_D6:10;conv-26_session_8_D8:14;conv-26_session_17_D17:21;conv-26_session_2_D2:5;conv-26_session_8_D8:19,conv-26_session_17_D17:17;conv-26_session_17_D17:19;conv-26_session_6_D6:7;conv-26_session_17_D17:10;conv-26_session_2_D2:3;conv-26_session_6_D6:10;conv-26_session_8_D8:14;conv-26_session_17_D17:21;conv-26_session_2_D2:5;conv-26_session_8_D8:19,1,1,99,99,1,0,0
conv-26_qa_14,conv-26,10,10,conv-26_session_7_D7:7;conv-26_session_4_D4:11;conv-26_session_4_D4:14;conv-26_session_1_D1:11;conv-26_session_7_D7:5;conv-26_session_4_D4:15;conv-26_session_4_D4:12;conv-26_session_17_D17:25;conv-26_session_6_D6:3;conv-26_session_19_D19:9,conv-26_session_7_D7:7;conv-26_session_4_D4:11;conv-26_session_4_D4:14;conv-26_session_1_D1:11;conv-26_session_7_D7:5;conv-26_session_4_D4:15;conv-26_session_4_D4:12;conv-26_session_17_D17:25;conv-26_session_6_D6:3;conv-26_session_19_D19:9,1,1,6,6,1,0,0
conv-26_qa_140,conv-26,10,10,conv-26_session_17_D17:17;conv-26_session_17_D17:21;conv-26_session_17_D17:19;conv-26_session_17_D17:20;conv-26_session_10_D10:1;conv-26_session_16_D16:16;conv-26_session_15_D15:13;conv-26_session_16_D16:18;conv-26_session_14_D14:22;conv-26_session_7_D7:9,conv-26_session_17_D17:17;conv-26_session_17_D17:21;conv-26_session_17_D17:19;conv-26_session_17_D17:20;conv-26_session_10_D10:1;conv-26_session_16_D16:16;conv-26_session_15_D15:13;conv-26_session_16_D16:18;conv-26_session_14_D14:22;conv-26_session_7_D7:9,1,1,3,3,1,0,0
conv-26_qa_141,conv-26,10,10,conv-26_session_17_D17:22;conv-26_session_11_D11:13;conv-26_session_13_D13:2;conv-26_session_17_D17:23;conv-26_session_16_D16:13;conv-26_session_14_D14:29;conv-26_session_9_D9:17;conv-26_session_11_D11:12;conv-26_session_14_D14:25;conv-26_session_13_D13:15,conv-26_session_17_D17:22;conv-26_session_11_D11:13;conv-26_session_13_D13:2;conv-26_session_17_D17:23;conv-26_session_16_D16:13;conv-26_session_14_D14:29;conv-26_session_9_D9:17;conv-26_session_11_D11:12;conv-26_session_14_D14:25;conv-26_session_13_D13:15,1,1,4,4,1,0,0
conv-26_qa_142,conv-26,10,10,conv-26_session_3_D3:8;conv-26_session_17_D17:26;conv-26_session_12_D12:12;conv-26_session_9_D9:7;conv-26_session_8_D8:27;conv-26_session_8_D8:37;conv-26_session_4_D4:1;conv-26_session_8_D8:28;conv-26_session_17_D17:2;conv-26_session_12_D12:14,conv-26_session_3_D3:8;conv-26_session_17_D17:26;conv-26_session_12_D12:12;conv-26_session_9_D9:7;conv-26_session_8_D8:27;conv-26_session_8_D8:37;conv-26_session_4_D4:1;conv-26_session_8_D8:28;conv-26_session_17_D17:2;conv-26_session_12_D12:14,1,1,99,99,1,0,0
conv-26_qa_143,conv-26,10,10,conv-26_session_18_D18:3;conv-26_session_18_D18:4;conv-26_session_18_D18:1;conv-26_session_18_D18:2;conv-26_session_18_D18:17;conv-26_session_8_D8:27;conv-26_session_18_D18:5;conv-26_session_17_D17:26;conv-26_session_12_D12:21;conv-26_session_8_D8:32,conv-26_session_18_D18:3;conv-26_session_18_D18:4;conv-26_session_18_D18:1;conv-26_session_18_D18:2;conv-26_session_18_D18:17;conv-26_session_8_D8:27;conv-26_session_18_D18:5;conv-26_session_17_D17:26;conv-26_session_12_D12:21;conv-26_session_8_D8:32,1,1,3,3,1,0,0
conv-26_qa_144,conv-26,10,10,conv-26_session_18_D18:3;conv-26_session_18_D18:2;conv-26_session_18_D18:6;conv-26_session_18_D18:1;conv-26_session_18_D18:4;conv-26_session_14_D14:3;conv-26_session_18_D18:7;conv-26_session_16_D16:15;conv-26_session_18_D18:5;conv-26_session_10_D10:23,conv-26_session_18_D18:3;conv-26_session_18_D18:2;conv-26_session_18_D18:6;conv-26_session_18_D18:1;conv-26_session_18_D18:4;conv-26_session_14_D14:3;conv-26_session_18_D18:7;conv-26_session_16_D16:15;conv-26_session_18_D18:5;conv-26_session_10_D10:23,1,1,3,3,1,0,0
conv-26_qa_145,conv-26,10,10,conv-26_session_8_D8:20;conv-26_session_18_D18:3;conv-26_session_3_D3:22;conv-26_session_18_D18:12;conv-26_session_11_D11:5;conv-26_session_18_D18:5;conv-26_session_18_D18:6;conv-26_session_8_D8:32;conv-26_session_18_D18:4;conv-26_session_8_D8:22,conv-26_session_8_D8:20;conv-26_session_18_D18:3;conv-26_session_3_D3:22;conv-26_session_18_D18:12;conv-26_session_11_D11:5;conv-26_session_18_D18:5;conv-26_session_18_D18:6;conv-26_session_8_D8:32;conv-26_session_18_D18:4;conv-26_session_8_D8:22,1,1,6,6,1,0,0
conv-26_qa_146,conv-26,10,10,conv-26_session_18_D18:6;conv-26_session_18_D18:3;conv-26_session_14_D14:3;conv-26_session_16_D16:15;conv-26_session_18_D18:7;conv-26_session_15_D15:13;conv-26_session_18_D18:5;conv-26_session_14_D14:22;conv-26_session_18_D18:2;conv-26_session_10_D10:15,conv-26_session_18_D18:6;conv-26_session_18_D18:3;conv-26_session_14_D14:3;conv-26_session_16_D16:15;conv-26_session_18_D18:7;conv-26_session_15_D15:13;conv-26_session_18_D18:5;conv-26_session_14_D14:22;conv-26_session_18_D18:2;conv-26_session_10_D10:15,1,1,5,5,1,0,0
conv-26_qa_147,conv-26,10,10,conv-26_session_8_D8:20;conv-26_session_8_D8:22;conv-26_session_18_D18:6;conv-26_session_18_D18:3;conv-26_session_11_D11:5;conv-26_session_18_D18:5;conv-26_session_18_D18:1;conv-26_session_14_D14:3;conv-26_session_18_D18:4;conv-26_session_17_D17:12,conv-26_session_8_D8:20;conv-26_session_8_D8:22;conv-26_session_18_D18:6;conv-26_session_18_D18:3;conv-26_session_11_D11:5;conv-26_session_18_D18:5;conv-26_session_18_D18:1;conv-26_session_14_D14:3;conv-26_session_18_D18:4;conv-26_session_17_D17:12,1,1,6,6,1,0,0
conv-26_qa_148,conv-26,10,10,conv-26_session_18_D18:5;conv-26_session_4_D4:8;conv-26_session_8_D8:9;conv-26_session_7_D7:27;conv-26_session_8_D8:3;conv-26_session_15_D15:2;conv-26_session_8_D8:29;conv-26_session_10_D10:8;conv-26_session_15_D15:1;conv-26_session_10_D10:23,conv-26_session_18_D18:5;conv-26_session_4_D4:8;conv-26_session_8_D8:9;conv-26_session_7_D7:27;conv-26_session_8_D8:3;conv-26_session_15_D15:2;conv-26_session_8_D8:29;conv-26_session_10_D10:8;conv-26_session_15_D15:1;conv-26_session_10_D10:23,1,1,1,1,1,1,1
conv-26_qa_149,conv-26,10,10,conv-26_session_18_D18:12;conv-26_session_8_D8:29;conv-26_session_4_D4:3;conv-26_session_8_D8:28;conv-26_session_10_D10:24;conv-26_session_4_D4:9;conv-26_session_8_D8:32;conv-26_session_10_D10:23;conv-26_session_18_D18:22;conv-26_session_8_D8:30,conv-26_session_18_D18:12;conv-26_session_8_D8:29;conv-26_session_4_D4:3;conv-26_session_8_D8:28;conv-26_session_10_D10:24;conv-26_session_4_D4:9;conv-26_session_8_D8:32;conv-26_session_10_D10:23;conv-26_session_18_D18:22;conv-26_session_8_D8:30,1,1,99,99,1,0,0
conv-26_qa_15,conv-26,10,10,conv-26_session_17_D17:22;conv-26_session_2_D2:5;conv-26_session_13_D13:2;conv-26_session_8_D8:34;conv-26_session_12_D12:6;conv-26_session_13_D13:15;conv-26_session_15_D15:10;conv-26_session_1_D1:16;conv-26_session_10_D10:12;conv-26_session_5_D5:4,conv-26_session_17_D17:22;conv-26_session_2_D2:5;conv-26_session_13_D13:2;conv-26_session_8_D8:34;conv-26_session_12_D12:6;conv-26_session_13_D13:15;conv-26_session_15_D15:10;conv-26_session_1_D1:16;conv-26_session_10_D10:12;conv-26_session_5_D5:4,1,1,10,10,1,0,0
conv-26_qa_150,conv-26,10,10,conv-26_session_8_D8:29;conv-26_session_16_D16:15;conv-26_session_3_D3:22;conv-26_session_11_D11:5;conv-26_session_8_D8:32;conv-26_session_8_D8:20;conv-26_session_8_D8:30;conv-26_session_15_D15:4;conv-26_session_8_D8:22;conv-26_session_18_D18:15,conv-26_session_8_D8:29;conv-26_session_16_D16:15;conv-26_session_3_D3:22;conv-26_session_11_D11:5;conv-26_session_8_D8:32;conv-26_session_8_D8:20;conv-26_session_8_D8:30;conv-26_session_15_D15:4;conv-26_session_8_D8:22;conv-26_session_18_D18:15,1,1,99,99,1,0,0
conv-26_qa_151,conv-26,10,10,conv-26_session_18_D18:17;conv-26_session_8_D8:27;conv-26_session_18_D18:22;conv-26_session_14_D14:3;conv-26_session_1_D1:17;conv-26_session_17_D17:9;conv-26_session_9_D9:1;conv-26_session_15_D15:26;conv-26_session_18_D18:1;conv-26_session_12_D12:21,conv-26_session_18_D18:17;conv-26_session_8_D8:27;conv-26_session_18_D18:22;conv-26_session_14_D14:3;conv-26_session_1_D1:17;conv-26_session_17_D17:9;conv-26_session_9_D9:1;conv-26_session_15_D15:26;conv-26_session_18_D18:1;conv-26_session_12_D12:21,1,1,1,1,1,1,1
conv-26_qa_16,conv-26,10,10,conv-26_session_5_D5:4;conv-26_session_14_D14:4;conv-26_session_5_D5:5;conv-26_session_12_D12:3;conv-26_session_5_D5:12;conv-26_session_16_D16:17;conv-26_session_14_D14:3;conv-26_session_16_D16:8;conv-26_session_16_D16:18;conv-26_session_5_D5:10,conv-26_session_5_D5:4;conv-26_session_14_D14:4;conv-26_session_5_D5:5;conv-26_session_12_D12:3;conv-26_session_5_D5:12;conv-26_session_16_D16:17;conv-26_session_14_D14:3;conv-26_session_16_D16:8;conv-26_session_16_D16:18;conv-26_session_5_D5:10,1,1,1,1,1,1,1
conv-26_qa_17,conv-26,10,10,conv-26_session_5_D5:13;conv-26_session_14_D14:12;conv-26_session_1_D1:5;conv-26_session_3_D3:1;conv-26_session_4_D4:18;conv-26_session_7_D7:1;conv-26_session_3_D3:3;conv-26_session_3_D3:2;conv-26_session_9_D9:3;conv-26_session_9_D9:6,conv-26_session_5_D5:13;conv-26_session_14_D14:12;conv-26_session_1_D1:5;conv-26_session_3_D3:1;conv-26_session_4_D4:18;conv-26_session_7_D7:1;conv-26_session_3_D3:3;conv-26_session_3_D3:2;conv-26_session_9_D9:3;conv-26_session_9_D9:6,1,1,1,1,1,1,1
conv-26_qa_18,conv-26,10,10,conv-26_session_10_D10:12;conv-26_session_8_D8:29;conv-26_session_18_D18:19;conv-26_session_7_D7:27;conv-26_session_4_D4:6;conv-26_session_6_D6:5;conv-26_session_11_D11:16;conv-26_session_4_D4:8;conv-26_session_18_D18:21;conv-26_session_1_D1:13,conv-26_session_10_D10:12;conv-26_session_8_D8:29;conv-26_session_18_D18:19;conv-26_session_7_D7:27;conv-26_session_4_D4:6;conv-26_session_6_D6:5;conv-26_session_11_D11:16;conv-26_session_4_D4:8;conv-26_session_18_D18:21;conv-26_session_1_D1:13,1,1,5,5,1,0,0
conv-26_qa_19,conv-26,10,10,conv-26_session_19_D19:5;conv-26_session_15_D15:2;conv-26_session_8_D8:3;conv-26_session_10_D10:12;conv-26_session_4_D4:9;conv-26_session_11_D11:1;conv-26_session_9_D9:17;conv-26_session_2_D2:7;conv-26_session_13_D13:9;conv-26_session_19_D19:4,conv-26_session_19_D19:5;conv-26_session_15_D15:2;conv-26_session_8_D8:3;conv-26_session_10_D10:12;conv-26_session_4_D4:9;conv-26_session_11_D11:1;conv-26_session_9_D9:17;conv-26_session_2_D2:7;conv-26_session_13_D13:9;conv-26_session_19_D19:4,1,1,99,99,1,0,0
conv-26_qa_2,conv-26,10,10,conv-26_session_12_D12:20;conv-26_session_1_D1:9;conv-26_session_4_D4:14;conv-26_session_13_D13:7;conv-26_session_1_D1:10;conv-26_session_4_D4:11;conv-26_session_7_D7:8;conv-26_session_13_D13:18;conv-26_session_1_D1:11;conv-26_session_12_D12:14,conv-26_session_12_D12:20;conv-26_session_1_D1:9;conv-26_session_4_D4:14;conv-26_session_13_D13:7;conv-26_session_1_D1:10;conv-26_session_4_D4:11;conv-26_session_7_D7:8;conv-26_session_13_D13:18;conv-26_session_1_D1:11;conv-26_session_12_D12:14,1,1,2,2,1,0,0
conv-26_qa_20,conv-26,10,10,conv-26_session_6_D6:4;conv-26_session_14_D14:22;conv-26_session_14_D14:3;conv-26_session_6_D6:6;conv-26_session_15_D15:2;conv-26_session_12_D12:8;conv-26_session_15_D15:13;conv-26_session_10_D10:15;conv-26_session_8_D8:2;conv-26_session_4_D4:5,conv-26_session_6_D6:4;conv-26_session_14_D14:22;conv-26_session_14_D14:3;conv-26_session_6_D6:6;conv-26_session_15_D15:2;conv-26_session_12_D12:8;conv-26_session_15_D15:13;conv-26_session_10_D10:15;conv-26_session_8_D8:2;conv-26_session_4_D4:5,1,1,1,1,1,1,1
conv-26_qa_21,conv-26,10,10,conv-26_session_10_D10:15;conv-26_session_8_D8:14;conv-26_session_8_D8:22;conv-26_session_1_D1:4;conv-26_session_8_D8:15;conv-26_session_10_D10:11;conv-26_session_6_D6:11;conv-26_session_14_D14:22;conv-26_session_8_D8:19;conv-26_session_12_D12:18,conv-26_session_10_D10:15;conv-26_session_8_D8:14;conv-26_session_8_D8:22;conv-26_session_1_D1:4;conv-26_session_8_D8:15;conv-26_session_10_D10:11;conv-26_session_6_D6:11;conv-26_session_14_D14:22;conv-26_session_8_D8:19;conv-26_session_12_D12:18,1,1,7,7,1,0,0
conv-26_qa_22,conv-26,10,10,conv-26_session_6_D6:9;conv-26_session_7_D7:10;conv-26_session_6_D6:8;conv-26_session_7_D7:9;conv-26_session_6_D6:7;conv-26_session_13_D13:18;conv-26_session_12_D12:14;conv-26_session_7_D7:15;conv-26_session_12_D12:20;conv-26_session_4_D4:5,conv-26_session_6_D6:9;conv-26_session_7_D7:10;conv-26_session_6_D6:8;conv-26_session_7_D7:9;conv-26_session_6_D6:7;conv-26_session_13_D13:18;conv-26_session_12_D12:14;conv-26_session_7_D7:15;conv-26_session_12_D12:20;conv-26_session_4_D4:5,1,1,1,1,1,1,1
conv-26_qa_23,conv-26,10,10,conv-26_session_7_D7:10;conv-26_session_6_D6:8;conv-26_session_6_D6:9;conv-26_session_7_D7:9;conv-26_session_7_D7:8;conv-26_session_6_D6:10;conv-26_session_7_D7:11;conv-26_session_2_D2:5;conv-26_session_8_D8:29;conv-26_session_17_D17:10,conv-26_session_7_D7:10;conv-26_session_6_D6:8;conv-26_session_6_D6:9;conv-26_session_7_D7:9;conv-26_session_7_D7:8;conv-26_session_6_D6:10;conv-26_session_7_D7:11;conv-26_session_2_D2:5;conv-26_session_8_D8:29;conv-26_session_17_D17:10,1,1,5,5,1,0,0
conv-26_qa_24,conv-26,10,10,conv-26_session_7_D7:27;conv-26_session_17_D17:22;conv-26_session_4_D4:15;conv-26_session_7_D7:20;conv-26_session_13_D13:2;conv-26_session_7_D7:26;conv-26_session_13_D13:15;conv-26_session_7_D7:22;conv-26_session_11_D11:13;conv-26_session_2_D2:3,conv-26_session_7_D7:27;conv-26_session_17_D17:22;conv-26_session_4_D4:15;conv-26_session_7_D7:20;conv-26_session_13_D13:2;conv-26_session_7_D7:26;conv-26_session_13_D13:15;conv-26_session_7_D7:22;conv-26_session_11_D11:13;conv-26_session_2_D2:3,1,1,8,8,1,0,0
conv-26_qa_25,conv-26,10,10,conv-26_session_7_D7:1;conv-26_session_5_D5:13;conv-26_session_8_D8:22;conv-26_session_3_D3:2;conv-26_session_1_D1:3;conv-26_session_1_D1:4;conv-26_session_14_D14:22;conv-26_session_5_D5:1;conv-26_session_11_D11:6;conv-26_session_15_D15:13,conv-26_session_7_D7:1;conv-26_session_5_D5:13;conv-26_session_8_D8:22;conv-26_session_3_D3:2;conv-26_session_1_D1:3;conv-26_session_1_D1:4;conv-26_session_14_D14:22;conv-26_session_5_D5:1;conv-26_session_11_D11:6;conv-26_session_15_D15:13,1,1,1,1,1,1,1
conv-26_qa_26,conv-26,10,10,conv-26_session_7_D7:8;conv-26_session_17_D17:10;conv-26_session_14_D14:3;conv-26_session_7_D7:10;conv-26_session_2_D2:5;conv-26_session_15_D15:13;conv-26_session_7_D7:9;conv-26_session_14_D14:22;conv-26_session_6_D6:8;conv-26_session_10_D10:15,conv-26_session_7_D7:8;conv-26_session_17_D17:10;conv-26_session_14_D14:3;conv-26_session_7_D7:10;conv-26_session_2_D2:5;conv-26_session_15_D15:13;conv-26_session_7_D7:9;conv-26_session_14_D14:22;conv-26_session_6_D6:8;conv-26_session_10_D10:15,1,1,1,1,1,1,1
conv-26_qa_27,conv-26,10,10,conv-26_session_4_D4:11;conv-26_session_1_D1:9;conv-26_session_7_D7:7;conv-26_session_12_D12:20;conv-26_session_4_D4:14;conv-26_session_1_D1:10;conv-26_session_1_D1:11;conv-26_session_7_D7:8;conv-26_session_7_D7:5;conv-26_session_13_D13:18,conv-26_session_4_D4:11;conv-26_session_1_D1:9;conv-26_session_7_D7:7;conv-26_session_12_D12:20;conv-26_session_4_D4:14;conv-26_session_1_D1:10;conv-26_session_1_D1:11;conv-26_session_7_D7:8;conv-26_session_7_D7:5;conv-26_session_13_D13:18,1,1,9,9,1,0,0
conv-26_qa_28,conv-26,10,10,conv-26_session_8_D8:9;conv-26_session_13_D13:1;conv-26_session_19_D19:2;conv-26_session_2_D2:13;conv-26_session_13_D13:16;conv-26_session_19_D19:1;conv-26_session_8_D8:22;conv-26_session_17_D17:3;conv-26_session_1_D1:4;conv-26_session_14_D14:22,conv-26_session_8_D8:9;conv-26_session_13_D13:1;conv-26_session_19_D19:2;conv-26_session_2_D2:13;conv-26_session_13_D13:16;conv-26_session_19_D19:1;conv-26_session_8_D8:22;conv-26_session_17_D17:3;conv-26_session_1_D1:4;conv-26_session_14_D14:22,1,1,1,1,1,1,1
conv-26_qa_29,conv-26,10,10,conv-26_session_8_D8:2;conv-26_session_5_D5:5;conv-26_session_12_D12:3;conv-26_session_14_D14:4;conv-26_session_16_D16:8;conv-26_session_17_D17:9;conv-26_session_14_D14:3;conv-26_session_5_D5:12;conv-26_session_5_D5:4;conv-26_session_14_D14:22,conv-26_session_8_D8:2;conv-26_session_5_D5:5;conv-26_session_12_D12:3;conv-26_session_14_D14:4;conv-26_session_16_D16:8;conv-26_session_17_D17:9;conv-26_session_14_D14:3;conv-26_session_5_D5:12;conv-26_session_5_D5:4;conv-26_session_14_D14:22,1,1,1,1,1,1,1
conv-26_qa_3,conv-26,10,10,conv-26_session_10_D10:15;conv-26_session_1_D1:17;conv-26_session_4_D4:11;conv-26_session_8_D8:22;conv-26_session_1_D1:4;conv-26_session_7_D7:21;conv-26_session_12_D12:6;conv-26_session_15_D15:13;conv-26_session_14_D14:22;conv-26_session_6_D6:7,conv-26_session_10_D10:15;conv-26_session_1_D1:17;conv-26_session_4_D4:11;conv-26_session_8_D8:22;conv-26_session_1_D1:4;conv-26_session_7_D7:21;conv-26_session_12_D12:6;conv-26_session_15_D15:13;conv-26_session_14_D14:22;conv-26_session_6_D6:7,1,1,99,99,1,0,0
conv-26_qa_30,conv-26,10,10,conv-26_session_9_D9:2;conv-26_session_13_D13:15;conv-26_session_3_D3:2;conv-26_session_5_D5:2;conv-26_session_9_D9:16;conv-26_session_10_D10:5;conv-26_session_14_D14:34;conv-26_session_11_D11:8;conv-26_session_3_D3:1;conv-26_session_10_D10:3,conv-26_session_9_D9:2;conv-26_session_13_D13:15;conv-26_session_3_D3:2;conv-26_session_5_D5:2;conv-26_session_9_D9:16;conv-26_session_10_D10:5;conv-26_session_14_D14:34;conv-26_session_11_D11:8;conv-26_session_3_D3:1;conv-26_session_10_D10:3,1,1,99,99,1,0,0
conv-26_qa_31,conv-26,10,10,conv-26_session_10_D10:13;conv-26_session_10_D10:12;conv-26_session_14_D14:3;conv-26_session_18_D18:20;conv-26_session_2_D2:7;conv-26_session_10_D10:14;conv-26_session_14_D14:22;conv-26_session_4_D4:8;conv-26_session_15_D15:13;conv-26_session_18_D18:19,conv-26_session_10_D10:13;conv-26_session_10_D10:12;conv-26_session_14_D14:3;conv-26_session_18_D18:20;conv-26_session_2_D2:7;conv-26_session_10_D10:14;conv-26_session_14_D14:22;conv-26_session_4_D4:8;conv-26_session_15_D15:13;conv-26_session_18_D18:19,1,1,8,8,1,0,0
conv-26_qa_32,conv-26,10,10,conv-26_session_1_D1:3;conv-26_session_5_D5:2;conv-26_session_10_D10:5;conv-26_session_5_D5:1;conv-26_session_10_D10:6;conv-26_session_9_D9:6;conv-26_session_7_D7:2;conv-26_session_9_D9:8;conv-26_session_14_D14:34;conv-26_session_3_D3:2,conv-26_session_1_D1:3;conv-26_session_5_D5:2;conv-26_session_10_D10:5;conv-26_session_5_D5:1;conv-26_session_10_D10:6;conv-26_session_9_D9:6;conv-26_session_7_D7:2;conv-26_session_9_D9:8;conv-26_session_14_D14:34;conv-26_session_3_D3:2,1,1,1,1,1,1,1
conv-26_qa_33,conv-26,10,10,conv-26_session_5_D5:1;conv-26_session_8_D8:17;conv-26_session_11_D11:4;conv-26_session_10_D10:7;conv-26_session_5_D5:2;conv-26_session_9_D9:8;conv-26_session_2_D2:7;conv-26_session_8_D8:22;conv-26_session_12_D12:16;conv-26_session_14_D14:23,conv-26_session_5_D5:1;conv-26_session_8_D8:17;conv-26_session_11_D11:4;conv-26_session_10_D10:7;conv-26_session_5_D5:2;conv-26_session_9_D9:8;conv-26_session_2_D2:7;conv-26_session_8_D8:22;conv-26_session_12_D12:16;conv-26_session_14_D14:23,1,1,1,1,1,1,1
conv-26_qa_34,conv-26,10,10,conv-26_session_10_D10:6;conv-26_session_15_D15:9;conv-26_session_7_D7:2;conv-26_session_17_D17:6;conv-26_session_19_D19:6;conv-26_session_2_D2:1;conv-26_session_7_D7:4;conv-26_session_19_D19:4;conv-26_session_7_D7:6;conv-26_session_14_D14:12,conv-26_session_10_D10:6;conv-26_session_15_D15:9;conv-26_session_7_D7:2;conv-26_session_17_D17:6;conv-26_session_19_D19:6;conv-26_session_2_D2:1;conv-26_session_7_D7:4;conv-26_session_19_D19:4;conv-26_session_7_D7:6;conv-26_session_14_D14:12,1,1,99,99,1,0,0
conv-26_qa_35,conv-26,10,10,conv-26_session_10_D10:13;conv-26_session_10_D10:12;conv-26_session_14_D14:3;conv-26_session_10_D10:14;conv-26_session_18_D18:20;conv-26_session_18_D18:19;conv-26_session_14_D14:22;conv-26_session_4_D4:8;conv-26_session_15_D15:13;conv-26_session_2_D2:7,conv-26_session_10_D10:13;conv-26_session_10_D10:12;conv-26_session_14_D14:3;conv-26_session_10_D10:14;conv-26_session_18_D18:20;conv-26_session_18_D18:19;conv-26_session_14_D14:22;conv-26_session_4_D4:8;conv-26_session_15_D15:13;conv-26_session_2_D2:7,1,1,99,99,1,0,0
conv-26_qa_36,conv-26,10,10,conv-26_session_9_D9:2;conv-26_session_3_D3:8;conv-26_session_8_D8:18;conv-26_session_9_D9:4;conv-26_session_14_D14:12;conv-26_session_9_D9:10;conv-26_session_4_D4:11;conv-26_session_8_D8:22;conv-26_session_4_D4:16;conv-26_session_1_D1:4,conv-26_session_9_D9:2;conv-26_session_3_D3:8;conv-26_session_8_D8:18;conv-26_session_9_D9:4;conv-26_session_14_D14:12;conv-26_session_9_D9:10;conv-26_session_4_D4:11;conv-26_session_8_D8:22;conv-26_session_4_D4:16;conv-26_session_1_D1:4,1,1,1,1,1,1,1
conv-26_qa_37,conv-26,10,10,conv-26_session_14_D14:30;conv-26_session_8_D8:6;conv-26_session_13_D13:8;conv-26_session_14_D14:31;conv-26_session_14_D14:3;conv-26_session_16_D16:8;conv-26_session_17_D17:13;conv-26_session_13_D13:10;conv-26_session_1_D1:16;conv-26_session_12_D12:6,conv-26_session_14_D14:30;conv-26_session_8_D8:6;conv-26_session_13_D13:8;conv-26_session_14_D14:31;conv-26_session_14_D14:3;conv-26_session_16_D16:8;conv-26_session_17_D17:13;conv-26_session_13_D13:10;conv-26_session_1_D1:16;conv-26_session_12_D12:6,1,1,99,99,1,0,0
conv-26_qa_38,conv-26,10,10,conv-26_session_3_D3:20;conv-26_session_8_D8:29;conv-26_session_10_D10:12;conv-26_session_4_D4:9;conv-26_session_18_D18:12;conv-26_session_3_D3:22;conv-26_session_10_D10:23;conv-26_session_8_D8:32;conv-26_session_15_D15:10;conv-26_session_8_D8:33,conv-26_session_3_D3:20;conv-26_session_8_D8:29;conv-26_session_10_D10:12;conv-26_session_4_D4:9;conv-26_session_18_D18:12;conv-26_session_3_D3:22;conv-26_session_10_D10:23;conv-26_session_8_D8:32;conv-26_session_15_D15:10;conv-26_session_8_D8:33,1,1,99,99,1,0,0
