memory_id,triples
conv-48_session_10_D10:12,"(jolene, learn, about_new_time_management_methods_like_the_eisenhower_matrix_shared_by_deborah)"
conv-48_session_10_D10:13,"(deborah, organize, organize)"
conv-48_session_10_D10:17,"(deborah, sit, by_the_sea_with_anna)"
conv-48_session_10_D10:18,"(jolene, plan, plan)"
conv-48_session_10_D10:2,"(jolene, manage, time)"
conv-48_session_10_D10:4,"(jolene, use, the_pomodoro_technique_25_minutes_work); (jolene, struggle, struggle)"
conv-48_session_10_D10:5,"(deborah, has_memory, Deborah_Pomodoro_Technique_time_management); (deborah, create, a_daily_schedule_or_to_do_list)"
conv-48_session_10_D10:6,"(jolene, deal, with_a_big_stack_of_tasks)"
conv-48_session_11_D11:1,"(jolene, have, a_breakthrough_with_her_engineering_project)"
conv-48_session_11_D11:10,"(deborah, listen, to_an_album_called_'_sleep_'_which_is_great_for_meditation_and_deep_relaxation)"
conv-48_session_11_D11:2,"(deborah, buy, new_props)"
conv-48_session_11_D11:4,"(deborah, buy, a_candle)"
conv-48_session_11_D11:5,"(jolene, relax, during_yoga)"
conv-48_session_11_D11:6,"(deborah, enjoy, scents_like_lavender_and_rosemary)"
conv-48_session_11_D11:7,"(jolene, find, music_helpful_during_her_yoga_practice)"
conv-48_session_11_D11:8,"(deborah, create, a_peaceful_vibe)"
conv-48_session_11_D11:9,"(jolene, listen, to_nils_frahm_and_olafur_arnalds)"
conv-48_session_12_D12:1,"(deborah, go, go); (deborah, attend, an_art_show)"
conv-48_session_12_D12:10,"(jolene, work, on_a_big_project_which_is_tough_but_exciting_to_watch_take_shape)"
conv-48_session_12_D12:12,"(jolene, value, deborah_'s_support_and_mentions)"
conv-48_session_12_D12:3,"(deborah, give, strong_emotions)"
conv-48_session_12_D12:5,"(deborah, find, comfort)"
conv-48_session_12_D12:6,"(jolene, spend, time)"
conv-48_session_13_D13:1,"(jolene, complete, a_tough_engineering_project)"
conv-48_session_13_D13:11,"(jolene, inspire, inspire)"
conv-48_session_13_D13:13,"(jolene, maintain, a_work_life_balance)"
conv-48_session_13_D13:14,"(deborah, suggest, activities_like_yoga_to_jolene)"
conv-48_session_13_D13:17,"(jolene, practice, yoga_and_meditation)"
conv-48_session_13_D13:19,"(jolene, center, center)"
conv-48_session_13_D13:2,"(deborah, acknowledge, jolene)"
conv-48_session_13_D13:24,"(deborah, recommend, recommend)"
conv-48_session_13_D13:4,"(deborah, inquire, about_jolene_'s_future_plans)"
conv-48_session_13_D13:5,"(jolene, intern, at_a_well___known_engineering_firm)"
conv-48_session_13_D13:7,"(jolene, fulfil, fulfil)"
conv-48_session_13_D13:8,"(deborah, ask, jolene)"
conv-48_session_13_D13:9,"(jolene, impact, her_life)"
conv-48_session_14_D14:1,"(deborah, prepare, for_a_yoga_retreat_with_friends)"
conv-48_session_14_D14:10,"(jolene, push, herself)"
conv-48_session_14_D14:12,"(jolene, have, a_big_breakthrough_with_a_project)"
conv-48_session_14_D14:15,"(deborah, share, a_photo_of_a_new_yoga_pose_called)"
conv-48_session_14_D14:17,"(deborah, describe, as_a_symbol_of_peace_and_enlightenment)"
conv-48_session_14_D14:18,"(jolene, visit, a_retreat_like_the_one_deborah_went_to)"
conv-48_session_14_D14:2,"(jolene, find, find)"
conv-48_session_14_D14:20,"(jolene, express, a_desire_for_some_chill_time)"
conv-48_session_14_D14:3,"(deborah, try, a_new_yoga_pose_called_dancer_pose_()"
conv-48_session_14_D14:5,"(deborah, enjoy, enjoy)"
conv-48_session_14_D14:6,"(jolene, own, a_pet_named_seraphim_,_who_brings_comfort)"
conv-48_session_14_D14:7,"(deborah, believe, believe)"
conv-48_session_15_D15:1,"(deborah, start, a_running_group_with_anna)"
conv-48_session_15_D15:10,"(jolene, play, play)"
conv-48_session_15_D15:11,"(deborah, organize, workshops_and_events_to_practice_mindfulness_,_self)"
conv-48_session_15_D15:13,"(deborah, involve, activities_like_yoga_,_meditation_,_and_self)"
conv-48_session_15_D15:15,"(deborah, reward, reward)"
conv-48_session_15_D15:18,"(jolene, calm, calm)"
conv-48_session_15_D15:2,"(jolene, try, try)"
conv-48_session_15_D15:20,"(jolene, snuggle, under_the_bed)"
conv-48_session_15_D15:25,"(deborah, prefer, cats_over_dogs_as_pets)"
conv-48_session_15_D15:27,"(deborah, take, her_cats)"
conv-48_session_15_D15:29,"(jolene, take, photos_of_nature)"
conv-48_session_15_D15:3,"(deborah, relate, to_the_running_group_activity)"
conv-48_session_15_D15:32,"(jolene, go, for_walks)"
conv-48_session_15_D15:38,"(jolene, plan, plan)"
conv-48_session_15_D15:8,"(jolene, find, it)"
conv-48_session_16_D16:1,"(deborah, start, a_project_for_a_community_cleanup)"
conv-48_session_16_D16:10,"(jolene, practice, self_care)"
conv-48_session_16_D16:12,"(jolene, express, interest_in_new_routines)"
conv-48_session_16_D16:15,"(deborah, share, her_favorite_gentle_yoga_flow_routine)"
conv-48_session_16_D16:16,"(jolene, try, deborah_'s_favorite_gentle_flow_yoga_routine_to)"
conv-48_session_16_D16:2,"(jolene, face, a_huge_setback_in_her_project)"
conv-48_session_16_D16:3,"(deborah, offer, support)"
conv-48_session_16_D16:4,"(jolene, find, comfort_and_distraction)"
conv-48_session_16_D16:5,"(deborah, mention, pets)"
conv-48_session_16_D16:6,"(jolene, adopt, susie)"
conv-48_session_16_D16:9,"(deborah, recommend, self_care_routines_like_yoga_to_jolene)"
conv-48_session_17_D17:1,"(deborah, make, a_meditation_guide_for_her_yoga_retreat)"
conv-48_session_17_D17:10,"(jolene, work, on_a_prototype_project_aimed_at_revolutionizing_aerial_surveillance)"
conv-48_session_17_D17:12,"(jolene, aim, aim)"
conv-48_session_17_D17:2,"(jolene, regain, clarity)"
conv-48_session_17_D17:6,"(jolene, design, notebooks_inspired_by_her_love_for_space_and)"
conv-48_session_18_D18:1,"(jolene, challenge, challenge)"
conv-48_session_18_D18:10,"(deborah, mention, mention)"
conv-48_session_18_D18:12,"(deborah, encourage, jolene)"
conv-48_session_18_D18:2,"(deborah, suggest, suggest)"
conv-48_session_18_D18:3,"(jolene, start, start)"
conv-48_session_18_D18:5,"(jolene, satisfy, satisfy)"
conv-48_session_18_D18:7,"(jolene, use, it)"
conv-48_session_18_D18:8,"(deborah, lead, a_meditation_yoga_session)"
conv-48_session_18_D18:9,"(jolene, destress, destress)"
conv-48_session_19_D19:10,"(jolene, play, overcooked_2)"
conv-48_session_19_D19:15,"(jolene, enjoy, spending_time)"
conv-48_session_19_D19:2,"(jolene, buy, a_console); (jolene, enjoy, enjoy); (jolene, go, go); (jolene, mention, mention)"
conv-48_session_19_D19:21,"(deborah, cherish, special_memories_with_her_mom)"
conv-48_session_19_D19:3,"(deborah, teach, yoga)"
conv-48_session_19_D19:5,"(deborah, organize, a_yoga_event_that_included_yoga_,_food); (deborah, prioritize, prioritize)"
conv-48_session_19_D19:7,"(deborah, use, use)"
conv-48_session_19_D19:8,"(jolene, enjoy, video_games)"
conv-48_session_1_D1:10,"(jolene, represent, freedom)"
conv-48_session_1_D1:13,"(deborah, teach, yoga)"
conv-48_session_1_D1:15,"(deborah, inspire, her)"
conv-48_session_1_D1:2,"(deborah, finish, an_electrical_engineering_project); (jolene, finish, an_electrical_engineering_project)"
conv-48_session_1_D1:3,"(deborah, visit, her_mother_'s_old_house_which_holds_special)"
conv-48_session_1_D1:5,"(deborah, have, a_photo_with_her_mother_,_which_is)"
conv-48_session_1_D1:6,"(jolene, pass, last_year); (jolene, have, a_room_in_her_mother_'s_house_where)"
conv-48_session_1_D1:7,"(deborah, use, use)"
conv-48_session_1_D1:8,"(jolene, remind, her)"
conv-48_session_1_D1:9,"(deborah, remind, her)"
conv-48_session_20_D20:1,"(jolene, receive, a_new_game_called_battlefield_1)"
conv-48_session_20_D20:11,"(jolene, practice, yoga_and_meditation)"
conv-48_session_20_D20:12,"(deborah, practice, yoga_and_meditation)"
conv-48_session_20_D20:2,"(deborah, go, to_a_place_that_held_a_lot_of_memories_for_her)"
conv-48_session_20_D20:21,"(jolene, escape, stress)"
conv-48_session_20_D20:4,"(deborah, visit, a_place_that_held_memories)"
conv-48_session_20_D20:6,"(deborah, love, flowers)"
conv-48_session_21_D21:1,"(deborah, attend, a_yoga_retreat_near_her_mom_'s_place)"
conv-48_session_21_D21:3,"(deborah, find, find)"
conv-48_session_21_D21:6,"(jolene, work, towards_it); (jolene, present, at_a_virtual_conference)"
conv-48_session_21_D21:8,"(jolene, focus, focus)"
conv-48_session_22_D22:13,"(deborah, engage, in_self___care_activities_like_yoga)"
conv-48_session_22_D22:16,"(jolene, practice, yoga_and_meditation)"
conv-48_session_22_D22:18,"(jolene, enjoy, enjoy)"
conv-48_session_22_D22:2,"(deborah, have, a_partner)"
conv-48_session_22_D22:27,"(deborah, has_memory, Max_Deborah_mother_cat_year)"
conv-48_session_22_D22:29,"(deborah, has_memory, Luna_shelter_cat_year)"
conv-48_session_22_D22:3,"(deborah, cherish, memories_of_her_loved_ones_and_values_discussing)"
conv-48_session_22_D22:5,"(deborah, add, values)"
conv-48_session_22_D22:6,"(jolene, use, her_talents)"
conv-48_session_22_D22:8,"(jolene, develop, solutions_for_environmental_issues)"
conv-48_session_23_D23:1,"(jolene, go, on_a_trip_to_rio_de_janeiro_with_her_partner_,_where_they_attended_yoga_classes_and_visited_cafes)"
conv-48_session_23_D23:12,"(deborah, go, go)"
conv-48_session_23_D23:18,"(deborah, take, a_beautiful_photo)"
conv-48_session_23_D23:22,"(deborah, receive, a_quote)"
conv-48_session_23_D23:29,"(jolene, nurture, herself)"
conv-48_session_23_D23:4,"(deborah, visit, her_mom_'s_house)"
conv-48_session_23_D23:9,"(jolene, relieve, stress)"
conv-48_session_24_D24:1,"(deborah, go, to_a_cool_event)"
conv-48_session_24_D24:10,"(jolene, play, with_her_mom)"
conv-48_session_24_D24:14,"(jolene, study, for_upcoming_finals_and_plans_to_take_a_trip_to_relax_and_recharge_afterward)"
conv-48_session_24_D24:2,"(jolene, focus, her_relationship_with_her_partner); (jolene, enjoy, enjoy)"
conv-48_session_24_D24:3,"(deborah, attend, a_community_meetup)"
conv-48_session_24_D24:5,"(deborah, treasure, her_relationships_with_her_yoga_pals); (deborah, start, start)"
conv-48_session_24_D24:6,"(jolene, start, start)"
conv-48_session_25_D25:1,"(jolene, sign, for_a_meditation_course)"
conv-48_session_25_D25:12,"(deborah, see, a_wonderful_sunrise_which_calmed_her)"
conv-48_session_25_D25:13,"(deborah, enjoy, beach_walks)"
conv-48_session_25_D25:14,"(deborah, remind, jolene_of_good_memories)"
conv-48_session_25_D25:3,"(jolene, find, find)"
conv-48_session_25_D25:4,"(deborah, incorporate, meditation)"
conv-48_session_25_D25:5,"(jolene, stay, stay)"
conv-48_session_25_D25:7,"(jolene, continue, continue)"
conv-48_session_26_D26:1,"(deborah, cancel, a_yoga_getaway)"
conv-48_session_26_D26:10,"(jolene, suggest, suggest)"
conv-48_session_26_D26:12,"(jolene, propose, propose)"
conv-48_session_26_D26:13,"(deborah, compliment, a_peaceful_picture)"
conv-48_session_26_D26:15,"(deborah, meet, jolene)"
conv-48_session_26_D26:18,"(jolene, suggest, suggest)"
conv-48_session_26_D26:19,"(deborah, agree, agree)"
conv-48_session_26_D26:20,"(jolene, express, excitement_for_the_upcoming_coffee_date_with_deborah)"
conv-48_session_26_D26:21,"(deborah, request, jolene)"
conv-48_session_26_D26:3,"(deborah, find, comfort)"
conv-48_session_26_D26:4,"(jolene, plan, a_camping_trip)"
conv-48_session_26_D26:6,"(jolene, mention, mention)"
conv-48_session_26_D26:9,"(deborah, suggest, suggest)"
conv-48_session_27_D27:1,"(jolene, travel, to_a_meditation_retreat_in_phuket)"
conv-48_session_27_D27:12,"(deborah, play, a_card_game_about_cats_where_you_can)"
conv-48_session_27_D27:2,"(deborah, hear, more_about_jolene_'s_reflections_from_the_meditation)"
conv-48_session_27_D27:3,"(jolene, realize, the_importance_of_relaxation_,_self_care_,); (jolene, find, inspiration_and_refreshment_in_the_beauty_of_nature)"
conv-48_session_27_D27:5,"(jolene, remind, at_the_retreat)"
conv-48_session_27_D27:6,"(deborah, see, the_importance_of_appreciating_small_moments_in_life)"
conv-48_session_27_D27:7,"(jolene, try, try)"
conv-48_session_27_D27:8,"(deborah, practice, mindfulness)"
conv-48_session_27_D27:9,"(jolene, experience, a_new_level_of_joy_and_happiness)"
conv-48_session_28_D28:1,"(deborah, reconnecte, with_her_late_mother_'s_friends_,_which_brought_up_a_mix_of_emotions_but_overall_was_comforting)"
conv-48_session_28_D28:11,"(deborah, marry, marry)"
conv-48_session_28_D28:15,"(deborah, take, care)"
conv-48_session_28_D28:16,"(jolene, create, a_serene_yoga_space)"
conv-48_session_28_D28:18,"(jolene, use, essential_oils_and_soothing_music)"
conv-48_session_28_D28:22,"(jolene, go, go)"
conv-48_session_28_D28:26,"(jolene, name, susie)"
conv-48_session_28_D28:30,"(jolene, bring, comfort_and_peace)"
conv-48_session_28_D28:5,"(deborah, allow, allow)"
conv-48_session_28_D28:7,"(deborah, look, through_her_mother_'s_photos_with_her_friends)"
conv-48_session_28_D28:9,"(deborah, appreciate, the_special_bond)"
conv-48_session_29_D29:1,"(deborah, run, a_free_gardening_class)"
conv-48_session_29_D29:12,"(jolene, use, use)"
conv-48_session_29_D29:14,"(jolene, like, the_warm_,_gooey_chocolate_and_soft_,)"
conv-48_session_29_D29:19,"(deborah, show, a_big_bookshelf_she_has)"
conv-48_session_29_D29:22,"(jolene, mention, mention)"
conv-48_session_29_D29:24,"(jolene, mention, mention)"
conv-48_session_29_D29:30,"(jolene, start, start)"
conv-48_session_29_D29:34,"(jolene, agree, agree)"
conv-48_session_29_D29:4,"(jolene, try, a_scuba_diving_lesson)"
conv-48_session_29_D29:5,"(deborah, spend, time)"
conv-48_session_29_D29:7,"(deborah, fill, with_love_and_warmth)"
conv-48_session_29_D29:9,"(deborah, bake, pineapple_birthday_cakes)"
conv-48_session_2_D2:1,"(deborah, pass, before_the_conversation)"
conv-48_session_2_D2:13,"(deborah, visit, her_old_home_,_where_her_mom_passed)"
conv-48_session_2_D2:17,"(deborah, enjoy, enjoy)"
conv-48_session_2_D2:19,"(deborah, have, a_passion_for_travel)"
conv-48_session_2_D2:26,"(jolene, enjoy, enjoy)"
conv-48_session_2_D2:3,"(deborah, find, peace)"
conv-48_session_2_D2:30,"(jolene, plan, plan)"
conv-48_session_2_D2:7,"(deborah, value, love_and_openness)"
conv-48_session_2_D2:9,"(deborah, have, a_positive_influence_on_a_group_through_yoga)"
conv-48_session_30_D30:1,"(deborah, enjoy, enjoy); (deborah, reminisce, reminisce)"
conv-48_session_30_D30:10,"(jolene, plan, plan)"
conv-48_session_30_D30:11,"(deborah, mention, a_gorgeous_blossom_tree)"
conv-48_session_30_D30:13,"(deborah, watch, the_tree_bloom)"
conv-48_session_30_D30:14,"(jolene, find, inspiration)"
conv-48_session_30_D30:4,"(jolene, go, to_a_yoga_retreat_with_her_partner)"
conv-48_session_30_D30:6,"(jolene, find, peace_and_connection_to_nature_and_herself)"
conv-48_session_30_D30:8,"(jolene, come, across_a_waterfall_oasis)"
conv-48_session_3_D3:1,"(jolene, work, on_a_robotics_project_assigned_by_her_engineering_professor)"
conv-48_session_3_D3:10,"(deborah, suggest, to_jolene)"
conv-48_session_3_D3:11,"(jolene, plan, with_whom)"
conv-48_session_3_D3:12,"(deborah, have, activities)"
conv-48_session_3_D3:3,"(jolene, receive, the_robotics_project); (jolene, work, on_the_robotics_project); (jolene, enjoy, enjoy)"
conv-48_session_3_D3:4,"(deborah, meet, her_new_neighbor_anna)"
conv-48_session_3_D3:8,"(deborah, discuss, discuss)"
conv-48_session_4_D4:12,"(deborah, spend, a_lot_of_time)"
conv-48_session_4_D4:28,"(deborah, give, during_a_tough_time_,_which_gives_her_hope_and_courage)"
conv-48_session_4_D4:3,"(jolene, design, design)"
conv-48_session_4_D4:32,"(deborah, enjoy, nature)"
conv-48_session_4_D4:33,"(jolene, appreciate, nature_'s_calming_power)"
conv-48_session_4_D4:36,"(deborah, bring, that)"
conv-48_session_4_D4:9,"(jolene, continue, continue)"
conv-48_session_5_D5:1,"(jolene, assess, her_life)"
conv-48_session_5_D5:12,"(deborah, express, excitement_to_hear_about_jolene_reaching_out_and)"
conv-48_session_5_D5:14,"(deborah, offer, offer)"
conv-48_session_5_D5:4,"(deborah, acknowledge, jolene)"
conv-48_session_5_D5:5,"(jolene, accomplish, something_significant_with_her_engineering_project)"
conv-48_session_5_D5:7,"(jolene, consider, consider); (jolene, teach, stem)"
conv-48_session_5_D5:8,"(deborah, support, jolene_'s_volunteer_program_idea)"
conv-48_session_5_D5:9,"(jolene, plan, plan)"
conv-48_session_6_D6:10,"(deborah, travel, to_bali)"
conv-48_session_6_D6:4,"(deborah, lose, a_friend)"
conv-48_session_6_D6:8,"(deborah, bring, a_smile)"
conv-48_session_7_D7:1,"(jolene, study, engineering_in_school); (jolene, practice, yoga_and_meditation)"
conv-48_session_7_D7:11,"(jolene, team, with_her_partner)"
conv-48_session_7_D7:13,"(jolene, overwhelm, overwhelm)"
conv-48_session_7_D7:18,"(deborah, teach, classes); (deborah, go, for_a_morning_jog)"
conv-48_session_7_D7:20,"(deborah, exercise, exercise)"
conv-48_session_7_D7:5,"(jolene, join, her)"
conv-48_session_7_D7:7,"(jolene, has_memory, Jolene_partner_year)"
conv-48_session_7_D7:9,"(jolene, meet, in_an_engineering_class_in_college)"
conv-48_session_8_D8:1,"(deborah, enjoy, vegan_stir_fry); (deborah, find, food_a_wonderful_source_of_pleasure_and_nourishment)"
conv-48_session_8_D8:11,"(deborah, appreciate, the_birds)"
conv-48_session_8_D8:14,"(jolene, want, want)"
conv-48_session_8_D8:16,"(jolene, feel, feel); (jolene, express, feeling_challenged_by_the_workload_and_to_do)"
conv-48_session_8_D8:17,"(deborah, remind, jolene)"
conv-48_session_8_D8:18,"(jolene, appreciate, deborah_'s_tips_on_studying_and_time_management)"
conv-48_session_8_D8:19,"(deborah, suggest, breaking_tasks_into_smaller_pieces_and); (deborah, offer, offer)"
conv-48_session_8_D8:2,"(jolene, comfort, comfort)"
conv-48_session_8_D8:4,"(deborah, relax, last_friday); (jolene, relax, relax)"
conv-48_session_8_D8:6,"(jolene, value, quiet_moments_for_the_soul)"
conv-48_session_8_D8:8,"(deborah, enjoy, enjoy); (jolene, take, seraphim)"
conv-48_session_9_D9:10,"(jolene, handle, life_challenges)"
conv-48_session_9_D9:14,"(jolene, deal, with_her_engineering_assignments); (jolene, discuss, time_management_with_deborah)"
conv-48_session_9_D9:16,"(jolene, chat, with_deborah)"
conv-48_session_9_D9:3,"(deborah, start, a_yoga_class)"
conv-48_session_9_D9:5,"(deborah, host, a_yoga_class)"
conv-48_session_9_D9:7,"(deborah, teach, yoga_calming)"
conv-48_session_9_D9:9,"(deborah, build, community_connections)"
conv-49_session_10_D10:11,"(evan, suggest, acrylic_paints_,_brushes_,_a_canvas_paper)"
conv-49_session_10_D10:13,"(evan, plan, a_painting_session_with_sam)"
conv-49_session_10_D10:14,"(sam, plan, a_painting_session_with_evan)"
conv-49_session_10_D10:2,"(sam, post, as_a_result_of_a_diet)"
conv-49_session_10_D10:3,"(evan, support, sam)"
conv-49_session_10_D10:4,"(sam, seek, comfort)"
conv-49_session_10_D10:7,"(evan, turn, stress)"
conv-49_session_10_D10:8,"(sam, express, interest_in_trying_painting_as_a_calming_hobby)"
conv-49_session_10_D10:9,"(evan, start, with_painting)"
conv-49_session_11_D11:1,"(sam, start, start)"
conv-49_session_11_D11:12,"(evan, paint, paint)"
conv-49_session_11_D11:13,"(evan, enjoy, enjoy)"
conv-49_session_11_D11:15,"(sam, enjoy, enjoy)"
conv-49_session_11_D11:17,"(sam, express, their_innermost_thoughts_and_feelings)"
conv-49_session_11_D11:2,"(evan, mess, their_knee_playing_basketball)"
conv-49_session_11_D11:5,"(sam, has_memory, Sam_fun_activity_hobby)"
conv-49_session_11_D11:6,"(evan, express, emotions)"
conv-49_session_12_D12:1,"(sam, receive, news); (sam, express, express)"
conv-49_session_12_D12:11,"(sam, mention, mention)"
conv-49_session_12_D12:12,"(evan, provide, supportive_and_motivating_words_to_sam)"
conv-49_session_12_D12:13,"(sam, thank, evan)"
conv-49_session_12_D12:15,"(sam, express, express)"
conv-49_session_12_D12:16,"(evan, emphasize, the_importance_of_progress_,_staying_motivated_,); (evan, assure, sam)"
conv-49_session_12_D12:2,"(evan, start, start)"
conv-49_session_12_D12:3,"(sam, start, start)"
conv-49_session_12_D12:4,"(evan, offer, advice); (evan, encourage, sam)"
conv-49_session_12_D12:7,"(sam, express, appreciation_towards_evan_'s_support_and_encouragement)"
conv-49_session_12_D12:8,"(evan, express, belief_in_sam_'s_abilities)"
conv-49_session_13_D13:10,"(sam, plan, plan)"
conv-49_session_13_D13:14,"(sam, travel, to_lake_tahoe)"
conv-49_session_13_D13:2,"(sam, buy, some_unhealthy_snacks)"
conv-49_session_13_D13:3,"(evan, paint, as_a_way_to_relax)"
conv-49_session_13_D13:4,"(sam, deal, with_work_stress)"
conv-49_session_13_D13:6,"(sam, consider, consider)"
conv-49_session_13_D13:7,"(evan, suggest, suggest)"
conv-49_session_13_D13:9,"(evan, offer, offer)"
conv-49_session_14_D14:1,"(sam, end, in_the_er); (sam, prioritize, health); (sam, stress, with_phone_issues_on_top_of_the_health_scare)"
conv-49_session_14_D14:11,"(sam, value, the_support)"
conv-49_session_14_D14:14,"(evan, has_memory, evan_value_friend_Sam)"
conv-49_session_14_D14:2,"(evan, focus, on_fitness); (evan, suggest, a_recurring_theme_of_helping_tourists_in_his)"
conv-49_session_14_D14:3,"(sam, start, fitness)"
conv-49_session_14_D14:4,"(evan, suggest, suggest)"
conv-49_session_14_D14:7,"(sam, plan, a_hike_with_evan)"
conv-49_session_14_D14:8,"(evan, plan, a_hike_with_sam)"
conv-49_session_15_D15:1,"(sam, try, try)"
conv-49_session_15_D15:10,"(evan, focus, more)"
conv-49_session_15_D15:12,"(evan, mention, mention)"
conv-49_session_15_D15:13,"(sam, seek, seek)"
conv-49_session_15_D15:16,"(evan, emphasize, emphasize)"
conv-49_session_15_D15:17,"(sam, has_memory, Sam_Evan_support_value)"
conv-49_session_15_D15:2,"(evan, start, the_day)"
conv-49_session_15_D15:5,"(sam, understand, the_importance_of_being_patient)"
conv-49_session_15_D15:6,"(evan, take, time)"
conv-49_session_15_D15:7,"(sam, appreciate, evan_'s_support)"
conv-49_session_15_D15:8,"(evan, go, through_a_phase)"
conv-49_session_16_D16:1,"(sam, accomplish, accomplish)"
conv-49_session_16_D16:10,"(evan, gift, a_1968_kustom_k_200a_vintage_guitar)"
conv-49_session_16_D16:12,"(evan, lose, his_job)"
conv-49_session_16_D16:13,"(sam, offer, support)"
conv-49_session_16_D16:14,"(evan, appreciate, sam_'s_support)"
conv-49_session_16_D16:17,"(sam, express, interest_in_visiting_evan_'s_favorite_spot_to)"
conv-49_session_16_D16:18,"(evan, watch, sunsets)"
conv-49_session_16_D16:20,"(evan, plan, plan)"
conv-49_session_16_D16:24,"(evan, plan, a_visit_to_the_spot_with_sam)"
conv-49_session_16_D16:3,"(sam, see, see)"
conv-49_session_16_D16:5,"(sam, continue, continue)"
conv-49_session_16_D16:7,"(sam, appreciate, evan_'s_support)"
conv-49_session_17_D17:11,"(sam, find, find)"
conv-49_session_17_D17:14,"(evan, stay, in_shape)"
conv-49_session_17_D17:15,"(sam, struggle, struggle)"
conv-49_session_17_D17:18,"(evan, grow, on_a_little_island_that_serves_as_their_happy_place)"
conv-49_session_17_D17:2,"(evan, turn, turn)"
conv-49_session_17_D17:20,"(evan, calm, calm)"
conv-49_session_17_D17:3,"(sam, deal, with_discomfort_that_has_been_limiting_their_movement_and_has_been_trying_to_make_changes_in_their_diet)"
conv-49_session_17_D17:5,"(sam, find, find)"
conv-49_session_17_D17:6,"(evan, enjoy, the_moment)"
conv-49_session_17_D17:7,"(sam, acknowledge, the_importance_of_appreciating_something_each_day_to)"
conv-49_session_18_D18:1,"(evan, buy, a_new_prius_for_his_active_lifestyle_and)"
conv-49_session_18_D18:10,"(sam, offer, evan_support_and_assistance_with_yoga_tips)"
conv-49_session_18_D18:11,"(evan, appreciate, sam_'s_support)"
conv-49_session_18_D18:12,"(sam, try, new_things)"
conv-49_session_18_D18:13,"(evan, try, new_things)"
conv-49_session_18_D18:5,"(evan, see, setbacks)"
conv-49_session_18_D18:6,"(sam, attend, a_weight_watchers_meeting)"
conv-49_session_18_D18:7,"(evan, consider, consider)"
conv-49_session_18_D18:8,"(sam, suggest, yoga)"
conv-49_session_19_D19:1,"(evan, have, a_child)"
conv-49_session_19_D19:11,"(evan, plan, a_big_family_reunion)"
conv-49_session_19_D19:12,"(sam, offer, support_and_assistance)"
conv-49_session_19_D19:2,"(sam, congratulate, evan)"
conv-49_session_19_D19:3,"(evan, become, a_parent)"
conv-49_session_19_D19:4,"(sam, recognize, evan_'s_value_for_family_and_memories)"
conv-49_session_19_D19:9,"(evan, value, family)"
conv-49_session_1_D1:11,"(sam, consider, consider)"
conv-49_session_1_D1:13,"(sam, try, try)"
conv-49_session_1_D1:14,"(evan, enjoy, watercolor_painting_as_a_hobby_,_which_he)"
conv-49_session_1_D1:16,"(evan, introduce, him)"
conv-49_session_1_D1:2,"(evan, break, break)"
conv-49_session_1_D1:4,"(evan, go, on_a_trip_to_the_rockies)"
conv-49_session_1_D1:7,"(sam, go, go)"
conv-49_session_20_D20:12,"(sam, acknowledge, acknowledge)"
conv-49_session_20_D20:15,"(evan, finish, a_contemporary_figurative_painting_emphasizing_emotion_and_introspection)"
conv-49_session_20_D20:17,"(evan, publish, in_an_exhibition)"
conv-49_session_20_D20:3,"(evan, fall, off_his_bike)"
conv-49_session_20_D20:6,"(sam, use, use)"
conv-49_session_20_D20:8,"(sam, struggle, with_weight_and_confidence_issues)"
conv-49_session_20_D20:9,"(evan, give, advice)"
conv-49_session_21_D21:13,"(sam, appreciate, art)"
conv-49_session_21_D21:16,"(evan, create, a_painting_that_reflects_a_sense_of_joy)"
conv-49_session_21_D21:17,"(sam, visit, an_exhibit)"
conv-49_session_21_D21:19,"(sam, create, anything_remarkable)"
conv-49_session_21_D21:2,"(evan, get, get)"
conv-49_session_21_D21:20,"(evan, lose, his_keys)"
conv-49_session_21_D21:6,"(evan, meet, his_partner)"
conv-49_session_21_D21:9,"(sam, enjoy, enjoy)"
conv-49_session_22_D22:1,"(sam, take, friends)"
conv-49_session_22_D22:10,"(evan, enjoy, enjoy)"
conv-49_session_22_D22:11,"(sam, try, new_healthy_snacks_and_recipes)"
conv-49_session_22_D22:14,"(evan, recommend, a_recipe_for_energy_balls_as_a_healthier)"
conv-49_session_22_D22:19,"(sam, have, issues_with_the_self_checkout_at_the_store)"
conv-49_session_22_D22:2,"(evan, go, for_a_long_drive_to_the_mountains_with_friends_in_a_prius)"
conv-49_session_22_D22:21,"(sam, mention, mention)"
conv-49_session_22_D22:3,"(sam, express, concern_for_evan_'s_well_being)"
conv-49_session_22_D22:4,"(evan, mention, mention)"
conv-49_session_22_D22:7,"(sam, appreciate, nature)"
conv-49_session_22_D22:8,"(evan, view, it)"
conv-49_session_23_D23:1,"(evan, marry, marry)"
conv-49_session_23_D23:12,"(sam, mention, mention)"
conv-49_session_23_D23:16,"(sam, enjoy, homemade_lasagna)"
conv-49_session_23_D23:2,"(sam, congratulate, evan)"
conv-49_session_23_D23:20,"(sam, express, fondness_for_special_occasions)"
conv-49_session_23_D23:23,"(evan, mention, mention)"
conv-49_session_23_D23:25,"(evan, express, excitement_about_skiing)"
conv-49_session_23_D23:28,"(sam, encourage, evan)"
conv-49_session_23_D23:3,"(evan, understand, them)"
conv-49_session_23_D23:5,"(evan, appreciate, the_support_and_happiness)"
