memory_id,entities,relations,keywords
conv-26_session_6_D6:11,"caroline, compassion, friendship, importance",appreciate,"appreciate, caroline, compassion, difference, even, family, friends, friendship, great, helping, importance, important, last, lucky, made, make, picnic, shows, sure, transition"
conv-26_session_6_D6:12,,,
conv-26_session_6_D6:13,"acceptance, caroline, guidance, love",provide,"acceptance, amazing, caroline, done, every, giving, guidance, love, melanie, network, step, support, thanks, way, without"
conv-26_session_6_D6:14,,,
conv-26_session_6_D6:15,,,
conv-26_session_6_D6:16,"camping, melanie",enjoy,"beach, brings, camping, caroline, closer, family, glad, important, love, melanie, pic, support, unconditional, us"
conv-26_session_6_D6:2,,,
conv-26_session_6_D6:3,"caroline, counseling, health, into, mental, work",look,"anything, caroline, chat, counseling, happening, health, helping, impact, into, last, looking, making, mental, new, passionate, people, positive, really, rewarding, since"
conv-26_session_6_D6:4,"kids, melanie, time","spend, take","awesome, caroline, congrats, cool, dreams, eyes, following, kids, light, melanie, museum, seeing, spending, time, took, yesterday"
conv-26_session_6_D6:5,,,
conv-26_session_6_D6:6,,,
conv-26_session_6_D6:7,"caroline, library",create,"awesome, caroline, creating, forward, kids, library, looking, minds, mom, opening, reading, really"
conv-26_session_6_D6:8,,,
conv-26_session_6_D6:9,"caroline, classics",include,"book, books, caroline, childhood, classics, cultures, different, educational, favorite, got, kids, lots, remember, stories"
conv-26_session_7_D7:1,"caroline, conference, lgbtq",attend,"accepted, ago, amazing, awareness, caroline, chance, chat, community, conference, connect, days, environment, felt, fight, gone, got, great, happened, hey, important"
conv-26_session_7_D7:10,,,
conv-26_session_7_D7:11,"caroline, connection, hope",give,"amy, becoming, caroline, connected, connection, ellis, family, feel, gave, girl, highly, hope, inspiring, lot, loved, made, nicole, nutt, path, real"
conv-26_session_7_D7:12,,,
conv-26_session_7_D7:13,"accord, bringing, caroline, joy, pets, role","accord, value","acceptance, accord, bring, bringing, caroline, exist, find, hope, joy, last, love, much, pets, role, self, showed, support, taught, though, times"
conv-26_session_7_D7:14,,,
conv-26_session_7_D7:15,,,
conv-26_session_7_D7:16,,,
conv-26_session_7_D7:17,,,
conv-26_session_7_D7:18,"cat, luna, melanie, named, oliver",name,"cat, got, house, liven, luna, melanie, named, new, oliver, playful, really, shoes, sweet"
conv-26_session_7_D7:19,,,
conv-26_session_7_D7:2,"community, melanie, reminding, strength",attend,"accepted, awesome, caroline, community, events, felt, glad, great, like, melanie, reminding, sounds, strength, strong, supported, us, wow"
conv-26_session_7_D7:20,"destress, melanie",destress,"caroline, chat, clear, destress, great, last, longer, melanie, mind, running, since, thanks, way"
conv-26_session_7_D7:21,,,
conv-26_session_7_D7:22,,,
conv-26_session_7_D7:23,,,
conv-26_session_7_D7:24,"melanie, run",run,"caroline, gonna, great, health, keep, melanie, mental, run, thanks"
conv-26_session_7_D7:25,,,
conv-26_session_7_D7:26,,,
conv-26_session_7_D7:27,,,
conv-26_session_7_D7:3,,,
conv-26_session_7_D7:4,"caroline, drive, melanie",support,"awesome, caroline, come, drive, far, help, melanie, pitch, plan, wow"
conv-26_session_7_D7:5,"caroline, support",provide,"caroline, counseling, happen, health, help, important, into, jobs, looking, make, mell, mental, people, someone, still, support, talk, thanks, want"
conv-26_session_7_D7:6,,,
conv-26_session_7_D7:7,,,
conv-26_session_7_D7:8,"caroline, melanie",remind,"always, book, brought, caroline, difference, dreams, experience, glad, gonna, got, huge, last, like, make, melanie, need, pursue, read, really, reminds"
conv-26_session_7_D7:9,,,
conv-26_session_8_D8:1,,,
conv-26_session_8_D8:10,,,
conv-26_session_8_D8:11,,,
conv-26_session_8_D8:12,"appreciating, beauty, growth, melanie, moments, small",represent,"always, appreciate, appreciating, beauty, bring, day, decor, flowers, growth, important, joy, melanie, moments, part, remind, reminding, represent, small, us, wedding"
conv-26_session_8_D8:13,,,
conv-26_session_8_D8:14,,,
conv-26_session_8_D8:15,,,
conv-26_session_8_D8:16,"melanie, partner",marry,"best, forever, marrying, melanie, part, partner, promising, together"
conv-26_session_8_D8:17,,,
conv-26_session_8_D8:18,,,
conv-26_session_8_D8:19,"caroline, parade, pride",go,"accepted, amazing, around, caroline, celebrated, definitely, felt, happy, memory, parade, people, pride, top, yes"
conv-26_session_8_D8:2,"kids, melanie",take,"busy, caroline, finally, fri, fun, hey, kids, last, made, melanie, much, pots, pottery, since, super, talked, therapeutic, took, workshop"
conv-26_session_8_D8:20,,,
conv-26_session_8_D8:21,"accept, accepting, around, caroline, comforted, feeling, loving","accept, express","accept, accepting, alone, amazing, around, caroline, comforted, comforting, community, feeling, felt, grateful, great, know, loving, proud, vibes"
conv-26_session_8_D8:22,,,
conv-26_session_8_D8:23,,,
conv-26_session_8_D8:24,,,
conv-26_session_8_D8:25,"caroline, courage, finding, health, importance, mental, peace, pride, transition","express, mention","authentically, back, best, caroline, courage, express, fear, finding, freeing, health, importance, mental, part, peace, people, pride, realizing, transition, without"
conv-26_session_8_D8:26,,,
conv-26_session_8_D8:27,,,
conv-26_session_8_D8:28,"melanie, share",share,"caroline, creativity, family, getting, keep, melanie, peace, share"
conv-26_session_8_D8:29,,,
conv-26_session_8_D8:3,,,
conv-26_session_8_D8:30,,,
conv-26_session_8_D8:31,,,
conv-26_session_8_D8:32,"melanie, times, tough",love,"another, awesome, camping, caroline, even, family, forest, great, helped, love, melanie, really, support, times, tough, trip, went, yeah"
conv-26_session_8_D8:33,,,
conv-26_session_8_D8:34,,,
conv-26_session_8_D8:35,,,
conv-26_session_8_D8:36,,,
conv-26_session_8_D8:37,,,
conv-26_session_8_D8:38,,,
conv-26_session_8_D8:39,,,
conv-26_session_8_D8:4,,,
conv-26_session_8_D8:5,,,
conv-26_session_8_D8:6,"inspired, melanie, nature, painting, projects",enjoy,"especially, inspired, last, lately, latest, love, melanie, nature, ones, painting, projects, together, weekend, work"
conv-26_session_8_D8:7,,,
conv-26_session_8_D8:8,,,
conv-26_session_8_D8:9,"adoption, caroline, council, meeting",attend,"adopt, adoption, bonded, caroline, children, council, create, determined, emotional, even, friday, glad, homes, inspiring, last, love, loving, made, many, meeting"
conv-26_session_9_D9:1,"enjoy, go, melanie","enjoy, go","ago, anything, camping, caroline, enjoy, fam, fun, go, good, great, hang, hey, hope, kids, melanie, quiet, two, unplug, weekend, weekends"
conv-26_session_9_D9:10,,,
conv-26_session_9_D9:11,,,
conv-26_session_9_D9:12,"art, caroline, lgbtq, paintings, show",plan,"art, caroline, lgbtq, month, next, paintings, show, wait, yay"
conv-26_session_9_D9:13,,,
conv-26_session_9_D9:14,,,
conv-26_session_9_D9:15,,,
conv-26_session_9_D9:16,"caroline, inspired, piece, visit",paint,"capture, caroline, center, everyone, inspired, lgbtq, melanie, painted, piece, strength, thanks, unity, visit, visited, wanted"
conv-26_session_9_D9:17,"melanie, painting",finish,"another, caroline, conveys, finished, gorgeous, kids, last, like, melanie, one, painting, piece, really, strength, unity, wow"
conv-26_session_9_D9:2,"caroline, lgbtq, mentorship, program, youth",join,"caroline, community, great, help, hey, joined, last, lgbtq, melanie, mentorship, program, really, rewarding, sounds, weekend, youth"
conv-26_session_9_D9:3,,,
conv-26_session_9_D9:4,,,
conv-26_session_9_D9:5,,,
conv-26_session_9_D9:6,"caroline, great, time, work",work,"building, caroline, confidence, event, finding, great, last, lgbt, like, mentor, month, paying, positive, pride, really, strategies, teen, time, transgender, work"
conv-26_session_9_D9:7,,,
conv-26_session_9_D9:8,,,
conv-26_session_9_D9:9,,,
conv-30_session_10_D10:1,"consider, jon","consider, show","awesome, biz, business, cakewalk, confidence, consider, fair, fill, gina, got, great, hi, important, jon, leads, learned, making, overall, possible, show"
conv-30_session_10_D10:10,"dance, gina, jon","encourage, passionate","abilities, any, believe, comes, dance, forget, gina, helpful, incredibly, jon, keep, like, obstacle, passionate, said, shining, sounds, tackle, talented, way"
conv-30_session_10_D10:11,,,
conv-30_session_10_D10:12,,,
conv-30_session_10_D10:13,,,
conv-30_session_10_D10:14,,,
conv-30_session_10_D10:2,"clothing, gina, online, store",start,"ago, awesome, btw, clothing, congrats, cool, fair, gina, greatness, hard, headed, hey, huh, jon, keep, long, oh, online, pal, paying"
conv-30_session_10_D10:3,,,
conv-30_session_10_D10:4,"find, gina",find,"control, destiny, find, gina, job, jon, journey, like, losing, perfect, rewarding, seemed, take, thanks, tough, wanted, way"
conv-30_session_10_D10:5,"advice, jon, motivated, staying",seek,"advice, any, awesome, business, even, going, help, jon, motivated, potential, project, reach, right, setbacks, staying, times, tough, trouble, us, wow"
conv-30_session_10_D10:6,"gina, jon",advise,"advice, anything, awesome, big, challenges, course, dance, get, gina, goal, growth, help, jon, learning, motivated, need, particular, people, stay, support"
conv-30_session_10_D10:7,"advice, gina, jon",seek,"advice, any, business, confidence, confident, faith, feeling, gina, hard, jon, kinda, lately, low, run, stay, tips"
conv-30_session_10_D10:8,"business, confident, gina, jon, stay, tips",give,"business, confidence, confident, faith, focus, get, gina, good, helps, important, jon, love, motivated, progress, reminding, started, stay, successes, support, system"
conv-30_session_10_D10:9,,,
conv-30_session_11_D11:1,,,
conv-30_session_11_D11:10,,,
conv-30_session_11_D11:11,"hop, jon",hop,"create, dance, dream, express, gina, hop, hope, jon, mine, people, place, want"
conv-30_session_11_D11:12,,,
conv-30_session_11_D11:13,,,
conv-30_session_11_D11:14,"design, gina, internship, interview",,"appreciate, btw, come, cool, design, gina, hear, internship, interview, keeping, life, loop, oh, project, really, thanks, wait, watch, yesterday"
conv-30_session_11_D11:15,,,
conv-30_session_11_D11:16,,,
conv-30_session_11_D11:17,,,
conv-30_session_11_D11:18,,,
conv-30_session_11_D11:19,,,
conv-30_session_11_D11:2,,,
conv-30_session_11_D11:20,"dance, gina, jon, project, studio",memory,"dance, gina, jon, project, proud, routine, studio, watch, yeah"
conv-30_session_11_D11:21,,,
conv-30_session_11_D11:22,,,
conv-30_session_11_D11:3,"job, jon",lose,"best, business, dance, dream, finally, gave, hoping, into, job, jon, losing, push, start, stepping, studio, thanks, unknown"
conv-30_session_11_D11:4,,,
conv-30_session_11_D11:5,"buster, childhood, dance, jon, stress",memory,"bit, buster, childhood, dance, feel, jon, love, makes, scary, since, stress, thanks, think"
conv-30_session_11_D11:6,"fix, gina",fix,"amazing, dance, enjoy, fix, gina, gotcha, health, jon, mental, something, soon, start, stress, vanish, worries"
conv-30_session_11_D11:7,"jon, see",see,"alive, dancing, de, gina, helps, jon, life, must, see, stress, yeah"
conv-30_session_11_D11:8,gina,compare,"air, dance, get, gina, jon, life, like, picture, without"
conv-30_session_11_D11:9,"jon, others",teach,"dance, dancing, dream, jon, like, living, nature, others, second, studio, teaching, yep"
conv-30_session_12_D12:1,"company, department, fashion, gina, international, internship, part, position, time",accept,"accepted, company, department, fashion, gina, got, happened, hey, international, internship, jon, long, lot, part, position, talk, time"
conv-30_session_12_D12:10,,,
conv-30_session_12_D12:11,,,
conv-30_session_12_D12:12,"business, jon, plan",work,"belief, business, driving, investors, jon, looking, passion, plan, project, success, wrapping"
conv-30_session_12_D12:13,,,
conv-30_session_12_D12:14,,,
conv-30_session_12_D12:15,,,
conv-30_session_12_D12:16,,,
conv-30_session_12_D12:17,,,
conv-30_session_12_D12:18,,,
conv-30_session_12_D12:19,,,
conv-30_session_12_D12:2,,,
conv-30_session_12_D12:3,,,
conv-30_session_12_D12:4,,,
conv-30_session_12_D12:5,,,
conv-30_session_12_D12:6,"book, jon, lean, startup",read,"biz, book, currently, give, hoping, jon, lean, reading, startup, tips"
conv-30_session_12_D12:7,,,
conv-30_session_12_D12:8,,,
conv-30_session_12_D12:9,,,
conv-30_session_13_D13:1,"gina, jon",support,"believing, gina, hey, jon, lot, means, thanks"
conv-30_session_13_D13:10,,,
conv-30_session_13_D13:11,"achievements, goal, jon, mentor, setting, tracking",use,"achievements, areas, find, goal, goals, helps, improve, jon, mentor, motivated, organized, sets, setting, stay, tracking, tracks, using"
conv-30_session_13_D13:12,,,
conv-30_session_13_D13:13,"achievements, goal, jon, setting, system, tracking, whiteboard",use,"achievements, focused, goal, goals, jon, keeps, motivated, setting, stay, successes, system, tokenize, track, tracking, use, visualize, whiteboard"
conv-30_session_13_D13:14,,,
conv-30_session_13_D13:15,"jon, progress",track,"achievements, code, color, easily, jon, motivated, progress, stay, track, yes"
conv-30_session_13_D13:16,,,
conv-30_session_13_D13:17,,,
conv-30_session_13_D13:18,,,
conv-30_session_13_D13:19,,,
conv-30_session_13_D13:2,,,
conv-30_session_13_D13:20,"gina, importance, positive, staying",highlight,"gina, importance, important, positive, remember, rock, staying"
conv-30_session_13_D13:21,,,
conv-30_session_13_D13:22,"gina, jon",encourage,"dreams, gina, going, jon, keep, quit, thanks"
conv-30_session_13_D13:23,,,
conv-30_session_13_D13:3,"dance, jon, studio",preppe,"dance, ever, jon, prepping, studio"
conv-30_session_13_D13:4,"gina, presentation, video",develop,"btw, business, dance, developed, fashion, gina, hopeful, pieces, prep, presentation, proud, starting, stay, strength, studio, style, takes, teach, video"
conv-30_session_13_D13:5,"jon, want",want,"commitment, dance, dancers, encouragement, experience, gina, great, inspiring, jon, opening, passion, place, presentation, seeing, show, studio, support, thanks, want, work"
