qa_id,evidence_id,memory_id,sample_id
conv-47_qa_34,D16:9,conv-47_session_16_D16:9,conv-47
conv-47_qa_34,D17:22,conv-47_session_17_D17:22,conv-47
conv-47_qa_35,D17:22,conv-47_session_17_D17:22,conv-47
conv-47_qa_36,D17:24,conv-47_session_17_D17:24,conv-47
conv-47_qa_37,D17:28,conv-47_session_17_D17:28,conv-47
conv-47_qa_38,D4:36,conv-47_session_4_D4:36,conv-47
conv-47_qa_38,D18:1,conv-47_session_18_D18:1,conv-47
conv-47_qa_38,D18:7,conv-47_session_18_D18:7,conv-47
conv-47_qa_39,D18:1,conv-47_session_18_D18:1,conv-47
conv-47_qa_40,D2:17,conv-47_session_2_D2:17,conv-47
conv-47_qa_40,D14:17,conv-47_session_14_D14:17,conv-47
conv-47_qa_40,D14:23,conv-47_session_14_D14:23,conv-47
conv-47_qa_40,D17:16,conv-47_session_17_D17:16,conv-47
conv-47_qa_41,D19:12,conv-47_session_19_D19:12,conv-47
conv-47_qa_42,D19:12,conv-47_session_19_D19:12,conv-47
conv-47_qa_43,D20:17,conv-47_session_20_D20:17,conv-47
conv-47_qa_44,D21:12,conv-47_session_21_D21:12,conv-47
conv-47_qa_44,D21:14,conv-47_session_21_D21:14,conv-47
conv-47_qa_45,D21:15,conv-47_session_21_D21:15,conv-47
conv-47_qa_45,D21:17,conv-47_session_21_D21:17,conv-47
conv-47_qa_45,D23:3,conv-47_session_23_D23:3,conv-47
conv-47_qa_46,D21:18,conv-47_session_21_D21:18,conv-47
conv-47_qa_47,D23:1,conv-47_session_23_D23:1,conv-47
conv-47_qa_48,D23:5,conv-47_session_23_D23:5,conv-47
conv-47_qa_48,D23:6,conv-47_session_23_D23:6,conv-47
conv-47_qa_49,D23:8,conv-47_session_23_D23:8,conv-47
conv-47_qa_49,D23:10,conv-47_session_23_D23:10,conv-47
conv-47_qa_49,D20:9,conv-47_session_20_D20:9,conv-47
conv-47_qa_50,D23:13,conv-47_session_23_D23:13,conv-47
conv-47_qa_51,D5:4,conv-47_session_5_D5:4,conv-47
conv-47_qa_51,D19:7,conv-47_session_19_D19:7,conv-47
conv-47_qa_51,D30:14,conv-47_session_30_D30:14,conv-47
conv-47_qa_51,D24:1,conv-47_session_24_D24:1,conv-47
conv-47_qa_51,D24:3,conv-47_session_24_D24:3,conv-47
conv-47_qa_51,D8:20,conv-47_session_8_D8:20,conv-47
conv-47_qa_52,D25:9,conv-47_session_25_D25:9,conv-47
conv-47_qa_53,D6:1,conv-47_session_6_D6:1,conv-47
conv-47_qa_53,D27:2,conv-47_session_27_D27:2,conv-47
conv-47_qa_54,D27:1,conv-47_session_27_D27:1,conv-47
conv-47_qa_54,D28:6,conv-47_session_28_D28:6,conv-47
conv-47_qa_55,D27:1,conv-47_session_27_D27:1,conv-47
conv-47_qa_56,D17:28,conv-47_session_17_D17:28,conv-47
conv-47_qa_56,D28:19,conv-47_session_28_D28:19,conv-47
conv-47_qa_57,D28:19,conv-47_session_28_D28:19,conv-47
conv-47_qa_58,D28:27,conv-47_session_28_D28:27,conv-47
conv-47_qa_59,D29:1,conv-47_session_29_D29:1,conv-47
conv-47_qa_60,D10:4,conv-47_session_10_D10:4,conv-47
conv-47_qa_60,D29:1,conv-47_session_29_D29:1,conv-47
conv-47_qa_60,D29:3,conv-47_session_29_D29:3,conv-47
conv-47_qa_61,D29:8,conv-47_session_29_D29:8,conv-47
conv-47_qa_61,D29:10,conv-47_session_29_D29:10,conv-47
conv-47_qa_62,D19:14,conv-47_session_19_D19:14,conv-47
conv-47_qa_62,D29:8,conv-47_session_29_D29:8,conv-47
conv-47_qa_62,D29:10,conv-47_session_29_D29:10,conv-47
conv-47_qa_63,D30:1,conv-47_session_30_D30:1,conv-47
conv-47_qa_64,D17:1,conv-47_session_17_D17:1,conv-47
conv-47_qa_64,D30:2,conv-47_session_30_D30:2,conv-47
conv-47_qa_64,D30:4,conv-47_session_30_D30:4,conv-47
conv-47_qa_65,D31:1,conv-47_session_31_D31:1,conv-47
conv-47_qa_66,D31:2,conv-47_session_31_D31:2,conv-47
conv-47_qa_67,D1:8,conv-47_session_1_D1:8,conv-47
conv-47_qa_68,D1:14,conv-47_session_1_D1:14,conv-47
conv-47_qa_69,D1:16,conv-47_session_1_D1:16,conv-47
conv-47_qa_70,D2:12,conv-47_session_2_D2:12,conv-47
conv-47_qa_71,D2:19,conv-47_session_2_D2:19,conv-47
conv-47_qa_72,D3:2,conv-47_session_3_D3:2,conv-47
conv-47_qa_72,D3:3,conv-47_session_3_D3:3,conv-47
conv-47_qa_73,D3:5,conv-47_session_3_D3:5,conv-47
conv-47_qa_74,D3:11,conv-47_session_3_D3:11,conv-47
conv-47_qa_75,D4:16,conv-47_session_4_D4:16,conv-47
conv-47_qa_76,D4:14,conv-47_session_4_D4:14,conv-47
conv-47_qa_77,D4:12,conv-47_session_4_D4:12,conv-47
conv-47_qa_78,D5:1,conv-47_session_5_D5:1,conv-47
conv-47_qa_79,D5:1,conv-47_session_5_D5:1,conv-47
conv-47_qa_80,D6:6,conv-47_session_6_D6:6,conv-47
conv-47_qa_81,D6:6,conv-47_session_6_D6:6,conv-47
conv-47_qa_82,D6:12,conv-47_session_6_D6:12,conv-47
conv-47_qa_83,D6:15,conv-47_session_6_D6:15,conv-47
conv-47_qa_84,D7:13,conv-47_session_7_D7:13,conv-47
conv-47_qa_85,D9:12,conv-47_session_9_D9:12,conv-47
conv-47_qa_86,D9:18,conv-47_session_9_D9:18,conv-47
conv-47_qa_87,D9:19,conv-47_session_9_D9:19,conv-47
conv-47_qa_88,D10:4,conv-47_session_10_D10:4,conv-47
conv-47_qa_89,D10:12,conv-47_session_10_D10:12,conv-47
conv-47_qa_90,D10:10,conv-47_session_10_D10:10,conv-47
conv-47_qa_91,D11:5,conv-47_session_11_D11:5,conv-47
conv-47_qa_92,D11:3,conv-47_session_11_D11:3,conv-47
conv-47_qa_93,D12:5,conv-47_session_12_D12:5,conv-47
conv-47_qa_93,D12:6,conv-47_session_12_D12:6,conv-47
conv-47_qa_94,D13:8,conv-47_session_13_D13:8,conv-47
conv-47_qa_95,D13:12,conv-47_session_13_D13:12,conv-47
conv-47_qa_96,D13:15,conv-47_session_13_D13:15,conv-47
conv-47_qa_97,D13:15,conv-47_session_13_D13:15,conv-47
conv-47_qa_98,D14:23,conv-47_session_14_D14:23,conv-47
conv-47_qa_99,D15:11,conv-47_session_15_D15:11,conv-47
conv-47_qa_100,D15:15,conv-47_session_15_D15:15,conv-47
conv-47_qa_101,D16:8,conv-47_session_16_D16:8,conv-47
conv-47_qa_102,D16:9,conv-47_session_16_D16:9,conv-47
conv-47_qa_103,D16:5,conv-47_session_16_D16:5,conv-47
conv-47_qa_104,D16:11,conv-47_session_16_D16:11,conv-47
conv-47_qa_105,D16:13,conv-47_session_16_D16:13,conv-47
conv-47_qa_106,D17:1,conv-47_session_17_D17:1,conv-47
conv-47_qa_107,D18:3,conv-47_session_18_D18:3,conv-47
conv-47_qa_108,D18:9,conv-47_session_18_D18:9,conv-47
conv-47_qa_109,D18:16,conv-47_session_18_D18:16,conv-47
conv-47_qa_110,D19:3,conv-47_session_19_D19:3,conv-47
conv-47_qa_111,D19:7,conv-47_session_19_D19:7,conv-47
conv-47_qa_112,D19:7,conv-47_session_19_D19:7,conv-47
conv-47_qa_113,D19:14,conv-47_session_19_D19:14,conv-47
conv-47_qa_114,D19:14,conv-47_session_19_D19:14,conv-47
conv-47_qa_115,D20:17,conv-47_session_20_D20:17,conv-47
conv-47_qa_116,D21:16,conv-47_session_21_D21:16,conv-47
conv-47_qa_117,D22:7,conv-47_session_22_D22:7,conv-47
conv-47_qa_118,D22:10,conv-47_session_22_D22:10,conv-47
conv-47_qa_119,D22:12,conv-47_session_22_D22:12,conv-47
conv-47_qa_120,D23:10,conv-47_session_23_D23:10,conv-47
conv-47_qa_121,D23:3,conv-47_session_23_D23:3,conv-47
conv-47_qa_122,D23:15,conv-47_session_23_D23:15,conv-47
conv-47_qa_123,D23:15,conv-47_session_23_D23:15,conv-47
conv-47_qa_124,D23:13,conv-47_session_23_D23:13,conv-47
conv-47_qa_125,D23:13,conv-47_session_23_D23:13,conv-47
conv-47_qa_126,D24:3,conv-47_session_24_D24:3,conv-47
conv-47_qa_127,D24:4,conv-47_session_24_D24:4,conv-47
conv-47_qa_128,D24:8,conv-47_session_24_D24:8,conv-47
conv-47_qa_129,D24:13,conv-47_session_24_D24:13,conv-47
conv-47_qa_130,D24:14,conv-47_session_24_D24:14,conv-47
conv-47_qa_131,D24:15,conv-47_session_24_D24:15,conv-47
conv-47_qa_132,D25:7,conv-47_session_25_D25:7,conv-47
conv-47_qa_133,D25:9,conv-47_session_25_D25:9,conv-47
conv-47_qa_134,D25:13,conv-47_session_25_D25:13,conv-47
conv-47_qa_135,D26:3,conv-47_session_26_D26:3,conv-47
conv-47_qa_136,D26:5,conv-47_session_26_D26:5,conv-47
conv-47_qa_137,D26:10,conv-47_session_26_D26:10,conv-47
conv-47_qa_138,D27:6,conv-47_session_27_D27:6,conv-47
conv-47_qa_139,D28:25,conv-47_session_28_D28:25,conv-47
conv-47_qa_140,D28:3,conv-47_session_28_D28:3,conv-47
conv-47_qa_141,D29:1,conv-47_session_29_D29:1,conv-47
conv-47_qa_141,D29:3,conv-47_session_29_D29:3,conv-47
conv-47_qa_142,D29:1,conv-47_session_29_D29:1,conv-47
conv-47_qa_142,D29:3,conv-47_session_29_D29:3,conv-47
conv-47_qa_143,D29:8,conv-47_session_29_D29:8,conv-47
conv-47_qa_143,D29:10,conv-47_session_29_D29:10,conv-47
conv-47_qa_144,D29:10,conv-47_session_29_D29:10,conv-47
conv-47_qa_145,D29:12,conv-47_session_29_D29:12,conv-47
conv-47_qa_146,D30:14,conv-47_session_30_D30:14,conv-47
conv-47_qa_147,D30:18,conv-47_session_30_D30:18,conv-47
conv-47_qa_148,D31:4,conv-47_session_31_D31:4,conv-47
conv-47_qa_149,D31:22,conv-47_session_31_D31:22,conv-47
conv-47_qa_150,D5:1,conv-47_session_5_D5:1,conv-47
conv-47_qa_151,D5:1,conv-47_session_5_D5:1,conv-47
conv-47_qa_152,D6:6,conv-47_session_6_D6:6,conv-47
conv-47_qa_153,D6:12,conv-47_session_6_D6:12,conv-47
conv-47_qa_154,D7:13,conv-47_session_7_D7:13,conv-47
conv-47_qa_155,D10:12,conv-47_session_10_D10:12,conv-47
conv-47_qa_156,D10:10,conv-47_session_10_D10:10,conv-47
conv-47_qa_157,D11:5,conv-47_session_11_D11:5,conv-47
conv-47_qa_158,D11:3,conv-47_session_11_D11:3,conv-47
conv-47_qa_159,D13:12,conv-47_session_13_D13:12,conv-47
conv-47_qa_160,D14:23,conv-47_session_14_D14:23,conv-47
conv-47_qa_161,D15:15,conv-47_session_15_D15:15,conv-47
conv-47_qa_162,D16:8,conv-47_session_16_D16:8,conv-47
conv-47_qa_163,D16:5,conv-47_session_16_D16:5,conv-47
conv-47_qa_164,D16:13,conv-47_session_16_D16:13,conv-47
conv-47_qa_165,D18:3,conv-47_session_18_D18:3,conv-47
conv-47_qa_166,D18:9,conv-47_session_18_D18:9,conv-47
conv-47_qa_167,D18:16,conv-47_session_18_D18:16,conv-47
conv-47_qa_168,D19:7,conv-47_session_19_D19:7,conv-47
conv-47_qa_169,D19:14,conv-47_session_19_D19:14,conv-47
conv-47_qa_170,D22:10,conv-47_session_22_D22:10,conv-47
conv-47_qa_171,D23:15,conv-47_session_23_D23:15,conv-47
conv-47_qa_172,D23:15,conv-47_session_23_D23:15,conv-47
conv-47_qa_173,D23:13,conv-47_session_23_D23:13,conv-47
conv-47_qa_174,D23:13,conv-47_session_23_D23:13,conv-47
conv-47_qa_175,D24:3,conv-47_session_24_D24:3,conv-47
conv-47_qa_176,D24:4,conv-47_session_24_D24:4,conv-47
conv-47_qa_177,D24:15,conv-47_session_24_D24:15,conv-47
conv-47_qa_178,D25:13,conv-47_session_25_D25:13,conv-47
conv-47_qa_179,D26:3,conv-47_session_26_D26:3,conv-47
conv-47_qa_180,D26:5,conv-47_session_26_D26:5,conv-47
conv-47_qa_181,D27:6,conv-47_session_27_D27:6,conv-47
conv-47_qa_182,D29:1,conv-47_session_29_D29:1,conv-47
conv-47_qa_182,D29:3,conv-47_session_29_D29:3,conv-47
conv-47_qa_183,D29:1,conv-47_session_29_D29:1,conv-47
conv-47_qa_183,D29:3,conv-47_session_29_D29:3,conv-47
conv-47_qa_184,D29:8,conv-47_session_29_D29:8,conv-47
conv-47_qa_184,D29:10,conv-47_session_29_D29:10,conv-47
conv-47_qa_185,D29:10,conv-47_session_29_D29:10,conv-47
conv-47_qa_186,D29:12,conv-47_session_29_D29:12,conv-47
conv-47_qa_187,D30:14,conv-47_session_30_D30:14,conv-47
conv-47_qa_188,D31:4,conv-47_session_31_D31:4,conv-47
conv-47_qa_189,D31:22,conv-47_session_31_D31:22,conv-47
conv-48_qa_0,D1:2,conv-48_session_1_D1:2,conv-48
conv-48_qa_1,D1:5,conv-48_session_1_D1:5,conv-48
conv-48_qa_1,D2:1,conv-48_session_2_D2:1,conv-48
conv-48_qa_1,D6:4,conv-48_session_6_D6:4,conv-48
conv-48_qa_2,D1:5,conv-48_session_1_D1:5,conv-48
conv-48_qa_3,D1:6,conv-48_session_1_D1:6,conv-48
conv-48_qa_4,D1:8,conv-48_session_1_D1:8,conv-48
conv-48_qa_5,D1:8,conv-48_session_1_D1:8,conv-48
conv-48_qa_6,D1:8,conv-48_session_1_D1:8,conv-48
conv-48_qa_6,D1:9,conv-48_session_1_D1:9,conv-48
conv-48_qa_7,D1:8,conv-48_session_1_D1:8,conv-48
conv-48_qa_8,D1:15,conv-48_session_1_D1:15,conv-48
conv-48_qa_8,D2:3,conv-48_session_2_D2:3,conv-48
conv-48_qa_8,D6:4,conv-48_session_6_D6:4,conv-48
conv-48_qa_8,D15:29,conv-48_session_15_D15:29,conv-48
conv-48_qa_9,D2:1,conv-48_session_2_D2:1,conv-48
conv-48_qa_10,D2:3,conv-48_session_2_D2:3,conv-48
conv-48_qa_11,D2:5,conv-48_session_2_D2:5,conv-48
conv-48_qa_11,D19:11,conv-48_session_19_D19:11,conv-48
conv-48_qa_11,D23:4,conv-48_session_23_D23:4,conv-48
conv-48_qa_11,D28:11,conv-48_session_28_D28:11,conv-48
conv-48_qa_12,D2:7,conv-48_session_2_D2:7,conv-48
conv-48_qa_13,D2:13,conv-48_session_2_D2:13,conv-48
conv-48_qa_13,D4:34,conv-48_session_4_D4:34,conv-48
conv-48_qa_13,D6:10,conv-48_session_6_D6:10,conv-48
conv-48_qa_13,D19:17,conv-48_session_19_D19:17,conv-48
conv-48_qa_14,D2:17,conv-48_session_2_D2:17,conv-48
conv-48_qa_14,D2:19,conv-48_session_2_D2:19,conv-48
conv-48_qa_14,D12:3,conv-48_session_12_D12:3,conv-48
conv-48_qa_14,D29:7,conv-48_session_29_D29:7,conv-48
conv-48_qa_15,D2:20,conv-48_session_2_D2:20,conv-48
conv-48_qa_15,D2:22,conv-48_session_2_D2:22,conv-48
conv-48_qa_15,D2:24,conv-48_session_2_D2:24,conv-48
conv-48_qa_16,D2:20,conv-48_session_2_D2:20,conv-48
conv-48_qa_16,D2:22,conv-48_session_2_D2:22,conv-48
conv-48_qa_17,D2:24,conv-48_session_2_D2:24,conv-48
conv-48_qa_18,D2:24,conv-48_session_2_D2:24,conv-48
conv-48_qa_19,D2:24,conv-48_session_2_D2:24,conv-48
conv-48_qa_19,D1:8,conv-48_session_1_D1:8,conv-48
conv-48_qa_20,D2:26,conv-48_session_2_D2:26,conv-48
conv-48_qa_20,D2:30,conv-48_session_2_D2:30,conv-48
conv-48_qa_20,D20:1,conv-48_session_20_D20:1,conv-48
conv-48_qa_20,D15:10,conv-48_session_15_D15:10,conv-48
conv-48_qa_20,D19:10,conv-48_session_19_D19:10,conv-48
conv-48_qa_21,D2:30,conv-48_session_2_D2:30,conv-48
conv-48_qa_22,D3:4,conv-48_session_3_D3:4,conv-48
conv-48_qa_23,D3:11,conv-48_session_3_D3:11,conv-48
conv-48_qa_23,D2:30,conv-48_session_2_D2:30,conv-48
conv-48_qa_24,D4:14,conv-48_session_4_D4:14,conv-48
conv-48_qa_24,D14:3,conv-48_session_14_D14:3,conv-48
conv-48_qa_24,D14:15,conv-48_session_14_D14:15,conv-48
conv-48_qa_25,D4:21,conv-48_session_4_D4:21,conv-48
conv-48_qa_25,D4:23,conv-48_session_4_D4:23,conv-48
conv-48_qa_26,D4:23,conv-48_session_4_D4:23,conv-48
conv-48_qa_27,D4:33,conv-48_session_4_D4:33,conv-48
conv-48_qa_28,D4:33,conv-48_session_4_D4:33,conv-48
conv-48_qa_29,D5:1,conv-48_session_5_D5:1,conv-48
conv-48_qa_30,D6:1,conv-48_session_6_D6:1,conv-48
conv-48_qa_31,D6:8,conv-48_session_6_D6:8,conv-48
conv-48_qa_32,D6:10,conv-48_session_6_D6:10,conv-48
conv-48_qa_33,D7:7,conv-48_session_7_D7:7,conv-48
conv-48_qa_34,D7:7,conv-48_session_7_D7:7,conv-48
conv-48_qa_35,D7:18,conv-48_session_7_D7:18,conv-48
conv-48_qa_36,D8:2,conv-48_session_8_D8:2,conv-48
conv-48_qa_36,D13:5,conv-48_session_13_D13:5,conv-48
conv-48_qa_36,D21:6,conv-48_session_21_D21:6,conv-48
conv-48_qa_36,D21:8,conv-48_session_21_D21:8,conv-48
conv-48_qa_36,D22:6,conv-48_session_22_D22:6,conv-48
conv-48_qa_36,D22:14,conv-48_session_22_D22:14,conv-48
conv-48_qa_36,D24:2,conv-48_session_24_D24:2,conv-48
conv-48_qa_36,D24:14,conv-48_session_24_D24:14,conv-48
conv-48_qa_36,D25:5,conv-48_session_25_D25:5,conv-48
conv-48_qa_36,D26:6,conv-48_session_26_D26:6,conv-48
conv-48_qa_37,D8:8,conv-48_session_8_D8:8,conv-48
conv-48_qa_38,D9:5,conv-48_session_9_D9:5,conv-48
conv-48_qa_39,D10:4,conv-48_session_10_D10:4,conv-48
conv-48_qa_39,D10:5,conv-48_session_10_D10:5,conv-48
conv-48_qa_39,D10:6,conv-48_session_10_D10:6,conv-48
conv-48_qa_39,D10:13,conv-48_session_10_D10:13,conv-48
conv-48_qa_39,D18:3,conv-48_session_18_D18:3,conv-48
conv-48_qa_40,D10:17,conv-48_session_10_D10:17,conv-48
conv-48_qa_41,D11:4,conv-48_session_11_D11:4,conv-48
conv-48_qa_41,D11:7,conv-48_session_11_D11:7,conv-48
conv-48_qa_41,D28:16,conv-48_session_28_D28:16,conv-48
conv-48_qa_41,D28:18,conv-48_session_28_D28:18,conv-48
conv-48_qa_42,D11:8,conv-48_session_11_D11:8,conv-48
conv-48_qa_42,D11:10,conv-48_session_11_D11:10,conv-48
conv-48_qa_43,D12:1,conv-48_session_12_D12:1,conv-48
conv-48_qa_44,D12:1,conv-48_session_12_D12:1,conv-48
conv-48_qa_45,D13:1,conv-48_session_13_D13:1,conv-48
conv-48_qa_46,D3:1,conv-48_session_3_D3:1,conv-48
conv-48_qa_46,D12:10,conv-48_session_12_D12:10,conv-48
conv-48_qa_46,D13:1,conv-48_session_13_D13:1,conv-48
conv-48_qa_47,D13:15,conv-48_session_13_D13:15,conv-48
conv-48_qa_48,D13:15,conv-48_session_13_D13:15,conv-48
conv-48_qa_49,D13:17,conv-48_session_13_D13:17,conv-48
conv-48_qa_50,D13:17,conv-48_session_13_D13:17,conv-48
conv-48_qa_51,D14:4,conv-48_session_14_D14:4,conv-48
conv-48_qa_52,D16:2,conv-48_session_16_D16:2,conv-48
conv-48_qa_53,D16:6,conv-48_session_16_D16:6,conv-48
conv-48_qa_53,D28:26,conv-48_session_28_D28:26,conv-48
conv-48_qa_54,D2:24,conv-48_session_2_D2:24,conv-48
conv-48_qa_54,D2:28,conv-48_session_2_D2:28,conv-48
conv-48_qa_54,D16:6,conv-48_session_16_D16:6,conv-48
conv-48_qa_55,D2:24,conv-48_session_2_D2:24,conv-48
conv-48_qa_55,D2:28,conv-48_session_2_D2:28,conv-48
conv-48_qa_55,D16:6,conv-48_session_16_D16:6,conv-48
conv-48_qa_56,D18:8,conv-48_session_18_D18:8,conv-48
conv-48_qa_57,D19:2,conv-48_session_19_D19:2,conv-48
conv-48_qa_58,D19:8,conv-48_session_19_D19:8,conv-48
conv-48_qa_58,D19:10,conv-48_session_19_D19:10,conv-48
conv-48_qa_59,D19:13,conv-48_session_19_D19:13,conv-48
conv-48_qa_59,D19:15,conv-48_session_19_D19:15,conv-48
conv-48_qa_60,D21:1,conv-48_session_21_D21:1,conv-48
conv-48_qa_61,D22:10,conv-48_session_22_D22:10,conv-48
conv-48_qa_61,D22:12,conv-48_session_22_D22:12,conv-48
conv-48_qa_62,D22:23,conv-48_session_22_D22:23,conv-48
conv-48_qa_62,D22:25,conv-48_session_22_D22:25,conv-48
conv-48_qa_63,D22:27,conv-48_session_22_D22:27,conv-48
conv-48_qa_63,D22:29,conv-48_session_22_D22:29,conv-48
conv-48_qa_64,D22:27,conv-48_session_22_D22:27,conv-48
conv-48_qa_64,D15:25,conv-48_session_15_D15:25,conv-48
conv-48_qa_65,D23:1,conv-48_session_23_D23:1,conv-48
conv-48_qa_66,D23:1,conv-48_session_23_D23:1,conv-48
conv-48_qa_67,D23:15,conv-48_session_23_D23:15,conv-48
conv-48_qa_67,D23:1,conv-48_session_23_D23:1,conv-48
conv-48_qa_67,D23:3,conv-48_session_23_D23:3,conv-48
conv-48_qa_67,D23:17,conv-48_session_23_D23:17,conv-48
conv-48_qa_68,D23:18,conv-48_session_23_D23:18,conv-48
conv-48_qa_69,D23:1,conv-48_session_23_D23:1,conv-48
conv-48_qa_69,D23:3,conv-48_session_23_D23:3,conv-48
conv-48_qa_69,D23:18,conv-48_session_23_D23:18,conv-48
conv-48_qa_70,D23:22,conv-48_session_23_D23:22,conv-48
conv-48_qa_71,D24:1,conv-48_session_24_D24:1,conv-48
conv-48_qa_72,D24:6,conv-48_session_24_D24:6,conv-48
conv-48_qa_73,D2:28,conv-48_session_2_D2:28,conv-48
conv-48_qa_73,D24:8,conv-48_session_24_D24:8,conv-48
conv-48_qa_74,D26:10,conv-48_session_26_D26:10,conv-48
conv-48_qa_74,D26:12,conv-48_session_26_D26:12,conv-48
conv-48_qa_75,D27:12,conv-48_session_27_D27:12,conv-48
conv-48_qa_76,D29:4,conv-48_session_29_D29:4,conv-48
conv-48_qa_77,D27:1,conv-48_session_27_D27:1,conv-48
conv-48_qa_77,D29:4,conv-48_session_29_D29:4,conv-48
conv-48_qa_78,D2:1,conv-48_session_2_D2:1,conv-48
conv-48_qa_79,D28:11,conv-48_session_28_D28:11,conv-48
conv-48_qa_79,D29:25,conv-48_session_29_D29:25,conv-48
conv-48_qa_80,D10:20,conv-48_session_10_D10:20,conv-48
conv-48_qa_80,D29:26,conv-48_session_29_D29:26,conv-48
conv-48_qa_80,D29:30,conv-48_session_29_D29:30,conv-48
conv-48_qa_81,D29:34,conv-48_session_29_D29:34,conv-48
conv-48_qa_82,D2:11,conv-48_session_2_D2:11,conv-48
conv-48_qa_82,D2:13,conv-48_session_2_D2:13,conv-48
conv-48_qa_82,D3:6,conv-48_session_3_D3:6,conv-48
conv-48_qa_82,D4:12,conv-48_session_4_D4:12,conv-48
conv-48_qa_82,D6:10,conv-48_session_6_D6:10,conv-48
conv-48_qa_83,D21:6,conv-48_session_21_D21:6,conv-48
conv-48_qa_83,D13:5,conv-48_session_13_D13:5,conv-48
conv-48_qa_84,D1:2,conv-48_session_1_D1:2,conv-48
conv-48_qa_84,D3:1,conv-48_session_3_D3:1,conv-48
conv-48_qa_84,D4:5,conv-48_session_4_D4:5,conv-48
conv-48_qa_84,D17:10,conv-48_session_17_D17:10,conv-48
conv-48_qa_84,D17:12,conv-48_session_17_D17:12,conv-48
conv-48_qa_85,D4:12,conv-48_session_4_D4:12,conv-48
conv-48_qa_85,D4:16,conv-48_session_4_D4:16,conv-48
conv-48_qa_85,D15:1,conv-48_session_15_D15:1,conv-48
conv-48_qa_86,D2:7,conv-48_session_2_D2:7,conv-48
conv-48_qa_86,D2:9,conv-48_session_2_D2:9,conv-48
conv-48_qa_86,D4:26,conv-48_session_4_D4:26,conv-48
conv-48_qa_86,D23:20,conv-48_session_23_D23:20,conv-48
conv-48_qa_86,D23:22,conv-48_session_23_D23:22,conv-48
conv-48_qa_87,D6:10,conv-48_session_6_D6:10,conv-48
conv-48_qa_87,D23:18,conv-48_session_23_D23:18,conv-48
conv-48_qa_88,D12:1,conv-48_session_12_D12:1,conv-48
conv-48_qa_88,D15:1,conv-48_session_15_D15:1,conv-48
conv-48_qa_88,D15:11,conv-48_session_15_D15:11,conv-48
conv-48_qa_88,D28:11,conv-48_session_28_D28:11,conv-48
conv-48_qa_88,D29:1,conv-48_session_29_D29:1,conv-48
conv-48_qa_89,D2:20,conv-48_session_2_D2:20,conv-48
conv-48_qa_89,D2:22,conv-48_session_2_D2:22,conv-48
conv-48_qa_90,D4:21,conv-48_session_4_D4:21,conv-48
conv-48_qa_90,D4:23,conv-48_session_4_D4:23,conv-48
conv-48_qa_91,D11:8,conv-48_session_11_D11:8,conv-48
conv-48_qa_91,D11:10,conv-48_session_11_D11:10,conv-48
conv-48_qa_92,D19:8,conv-48_session_19_D19:8,conv-48
conv-48_qa_92,D19:10,conv-48_session_19_D19:10,conv-48
conv-48_qa_93,D22:10,conv-48_session_22_D22:10,conv-48
conv-48_qa_93,D22:12,conv-48_session_22_D22:12,conv-48
conv-48_qa_94,D22:23,conv-48_session_22_D22:23,conv-48
conv-48_qa_94,D22:25,conv-48_session_22_D22:25,conv-48
conv-48_qa_95,D22:27,conv-48_session_22_D22:27,conv-48
conv-48_qa_95,D22:29,conv-48_session_22_D22:29,conv-48
conv-48_qa_96,D23:15,conv-48_session_23_D23:15,conv-48
conv-48_qa_96,D23:1,conv-48_session_23_D23:1,conv-48
conv-48_qa_96,D23:3,conv-48_session_23_D23:3,conv-48
conv-48_qa_96,D23:17,conv-48_session_23_D23:17,conv-48
conv-48_qa_97,D23:1,conv-48_session_23_D23:1,conv-48
conv-48_qa_97,D23:3,conv-48_session_23_D23:3,conv-48
conv-48_qa_97,D23:18,conv-48_session_23_D23:18,conv-48
conv-48_qa_98,D24:6,conv-48_session_24_D24:6,conv-48
conv-48_qa_99,D26:10,conv-48_session_26_D26:10,conv-48
conv-48_qa_99,D26:12,conv-48_session_26_D26:12,conv-48
conv-48_qa_100,D1:2,conv-48_session_1_D1:2,conv-48
conv-48_qa_101,D2:24,conv-48_session_2_D2:24,conv-48
conv-48_qa_102,D3:1,conv-48_session_3_D3:1,conv-48
conv-48_qa_103,D3:6,conv-48_session_3_D3:6,conv-48
conv-48_qa_104,D3:11,conv-48_session_3_D3:11,conv-48
conv-48_qa_105,D4:3,conv-48_session_4_D4:3,conv-48
conv-48_qa_106,D4:21,conv-48_session_4_D4:21,conv-48
conv-48_qa_107,D4:36,conv-48_session_4_D4:36,conv-48
conv-48_qa_108,D5:3,conv-48_session_5_D5:3,conv-48
conv-48_qa_109,D5:5,conv-48_session_5_D5:5,conv-48
conv-48_qa_110,D5:7,conv-48_session_5_D5:7,conv-48
conv-48_qa_111,D5:9,conv-48_session_5_D5:9,conv-48
conv-48_qa_112,D6:4,conv-48_session_6_D6:4,conv-48
conv-48_qa_113,D6:4,conv-48_session_6_D6:4,conv-48
conv-48_qa_114,D7:9,conv-48_session_7_D7:9,conv-48
conv-48_qa_115,D7:18,conv-48_session_7_D7:18,conv-48
conv-48_qa_116,D7:20,conv-48_session_7_D7:20,conv-48
conv-48_qa_117,D8:22,conv-48_session_8_D8:22,conv-48
conv-48_qa_118,D8:2,conv-48_session_8_D8:2,conv-48
