memory_id,conversation_id,representation,token_count
conv-26_session_3_D3:1,conv-26,"Entities: caroline, start, talk
Relations: give, start
Keywords: ago, awesome, caroline, come, community, encouraged, event, far, get, going, great, hey, involved, journey, last, lgbtq, made, melanie, reactions, reflect",28
conv-26_session_3_D3:2,conv-26,"Entities: awareness, melanie
Relations: spread
Keywords: amazing, awareness, caroline, come, community, courage, event, getting, great, hear, hey, inspiring, involved, keep, lgbtq, like, long, melanie, others, people",26
conv-26_session_3_D3:3,conv-26,"Entities: caroline, voice
Relations: give
Keywords: able, allies, audience, backing, better, caroline, coming, community, conversations, developed, felt, gender, give, giving, identity, inclusion, inspired, journey, lot, means",26
conv-26_session_3_D3:4,conv-26,"Entities: acceptance, inclusivity, melanie
Relations: talk
Keywords: acceptance, affecting, awesome, brave, caroline, community, crucial, great, inclusivity, inspiring, job, journey, keep, many, melanie, others, part, positively, see, speak",27
conv-26_session_3_D3:5,conv-26,"Entities: aim, caroline, experiences, lot, love, support
Relations: aim, bless, share
Keywords: acceptance, aim, always, blessed, build, caroline, community, easy, experiences, feel, help, hope, important, journey, kind, loads, lot, love, mean, mel",32
conv-26_session_3_D3:6,conv-26,,0
conv-26_session_3_D3:7,conv-26,,0
conv-26_session_3_D3:8,conv-26,,0
conv-26_session_3_D3:9,conv-26,,0
conv-26_session_3_D3:10,conv-26,,0
conv-26_session_3_D3:11,conv-26,"Entities: caroline
Relations: motivate
Keywords: caroline, family, friends, give, last, mel, mentors, met, motivate, pic, push, rocks, strength, thanks, week",20
conv-26_session_3_D3:12,conv-26,,0
conv-26_session_3_D3:13,conv-26,"Entities: caroline, country, home
Relations: move
Keywords: breakup, caroline, country, especially, everything, friends, help, home, important, known, love, lucky, mel, moved, really, since, super, supports, thankful, tough",27
conv-26_session_3_D3:14,conv-26,"Entities: husband, keep, kids, melanie, motivated
Keywords: husband, keep, kids, lucky, melanie, motivated",13
conv-26_session_3_D3:15,conv-26,,0
conv-26_session_3_D3:16,conv-26,"Entities: melanie, years
Relations: marry
Keywords: already, caroline, dress, feels, flies, like, melanie, put, thanks, time, years, yesterday",18
conv-26_session_3_D3:17,conv-26,,0
conv-26_session_3_D3:18,conv-26,,0
conv-26_session_3_D3:19,conv-26,,0
conv-26_session_3_D3:20,conv-26,"Entities: family, melanie, moments
Relations: value
Keywords: ate, awesome, family, food, fun, games, good, hung, life, make, melanie, moments, played, together",21
conv-26_session_3_D3:21,conv-26,,0
conv-26_session_3_D3:22,conv-26,"Entities: melanie, time
Relations: cherish
Keywords: absolutely, alive, caroline, cherish, family, feel, happy, melanie, really, time",16
conv-26_session_3_D3:23,conv-26,,0
conv-26_session_4_D4:1,conv-26,,0
conv-26_session_4_D4:2,conv-26,,0
conv-26_session_4_D4:3,conv-26,"Entities: caroline, necklace, special
Relations: receive
Keywords: caroline, country, faith, family, gave, get, gift, grandma, home, like, love, melanie, necklace, reminder, roots, special, stands, strength, super, support",27
conv-26_session_4_D4:4,conv-26,,0
conv-26_session_4_D4:5,conv-26,"Entities: bowl, caroline, friend, hand, made, painted
Relations: treasure
Keywords: 18th, ago, art, awesome, birthday, bowl, caroline, colors, expression, friend, got, hand, like, made, melanie, painted, pattern, reminds, self, sentimental",30
conv-26_session_4_D4:6,conv-26,,0
conv-26_session_4_D4:7,conv-26,,0
conv-26_session_4_D4:8,conv-26,"Entities: last, melanie, week
Relations: go
Keywords: amazing, around, awesome, campfire, caroline, even, explored, family, forget, hike, kids, last, love, marshmallows, melanie, moments, nature, never, roasted, special",27
conv-26_session_4_D4:9,conv-26,,0
conv-26_session_4_D4:10,conv-26,"Entities: family, melanie, time
Relations: value
Keywords: caroline, family, lately, matters, melanie, thanks, time",14
conv-26_session_4_D4:11,conv-26,"Entities: career, caroline, counseling, health, mental
Relations: consider
Keywords: career, caroline, counseling, gone, health, help, into, lately, looking, mental, people, things, want",22
conv-26_session_4_D4:12,conv-26,,0
conv-26_session_4_D4:13,conv-26,"Entities: caroline, counseling, focused, lgbtq, methods, therapeutic, workshop
Relations: attend
Keywords: accept, amazing, best, caroline, counseling, details, different, enlightening, figuring, focused, friday, health, helping, last, lgbtq, like, making, mental, methods, passionate",31
conv-26_session_4_D4:14,conv-26,,0
conv-26_session_4_D4:15,conv-26,"Entities: caroline, counseling
Relations: pursue
Keywords: caring, caroline, counseling, creating, difference, go, got, groups, grow, health, help, huge, improved, inviting, journey, life, made, mattered, melanie, mental",26
conv-26_session_4_D4:16,conv-26,,0
conv-26_session_4_D4:17,conv-26,,0
conv-26_session_4_D4:18,conv-26,,0
conv-26_session_5_D5:1,conv-26,"Entities: caroline, lgbtq, parade, pride
Relations: attend
Keywords: amazing, belonged, big, caroline, community, everyone, feel, grown, happened, happy, last, lgbtq, like, made, much, parade, pride, showed, since, spoke",28
conv-26_session_5_D5:2,conv-26,,0
conv-26_session_5_D5:3,conv-26,"Entities: career, caroline, counseling, health, mental
Relations: consider
Keywords: back, career, caroline, community, counseling, excited, give, go, health, help, made, mel, mental, motivated, others, really, still, story, super, sure",29
conv-26_session_5_D5:4,conv-26,"Entities: class, melanie, pottery
Relations: sign
Keywords: activities, any, caroline, class, creative, express, feel, found, get, great, letting, like, make, melanie, pottery, signed, therapy, way, wow, yesterday",27
conv-26_session_5_D5:5,conv-26,"Entities: caroline, piano
Relations: learn
Keywords: caroline, creative, getting, learning, made, melanie, piano, pottery, try, wow",16
conv-26_session_5_D5:6,conv-26,"Entities: calm, melanie
Relations: calm
Keywords: awesome, big, calm, calming, creativity, fan, look, making, melanie, plus, pottery, skill",18
conv-26_session_5_D5:7,conv-26,,0
conv-26_session_5_D5:8,conv-26,"Entities: black, bowl, melanie, white
Relations: make
Keywords: black, bowl, caroline, class, made, melanie, pretty, proud, thanks, took, white, work, yeah",21
conv-26_session_5_D5:9,conv-26,,0
conv-26_session_5_D5:10,conv-26,"Entities: emotions, melanie
Relations: express
Keywords: brings, caroline, clay, emotions, express, helps, hobby, huge, incredible, joy, kind, life, lot, mean, melanie, much, part, pottery, thanks, words",26
conv-26_session_5_D5:11,conv-26,,0
conv-26_session_5_D5:12,conv-26,,0
conv-26_session_5_D5:13,conv-26,"Entities: caroline, conference, transgender
Relations: attend
Keywords: advocacy, caroline, community, conference, excited, going, gonna, great, learn, meet, mel, month, people, thanks, transgender",22
conv-26_session_5_D5:14,conv-26,,0
conv-26_session_5_D5:15,conv-26,,0
conv-26_session_5_D5:16,conv-26,,0
conv-26_session_6_D6:1,conv-26,,0
conv-26_session_6_D6:2,conv-26,,0
conv-26_session_6_D6:3,conv-26,"Entities: caroline, counseling, health, into, mental, work
Relations: look
Keywords: anything, caroline, chat, counseling, happening, health, helping, impact, into, last, looking, making, mental, new, passionate, people, positive, really, rewarding, since",30
conv-26_session_6_D6:4,conv-26,"Entities: kids, melanie, time
Relations: spend, take
Keywords: awesome, caroline, congrats, cool, dreams, eyes, following, kids, light, melanie, museum, seeing, spending, time, took, yesterday",24
conv-26_session_6_D6:5,conv-26,,0
conv-26_session_6_D6:6,conv-26,,0
conv-26_session_6_D6:7,conv-26,"Entities: caroline, library
Relations: create
Keywords: awesome, caroline, creating, forward, kids, library, looking, minds, mom, opening, reading, really",18
conv-26_session_6_D6:8,conv-26,,0
conv-26_session_6_D6:9,conv-26,"Entities: caroline, classics
Relations: include
Keywords: book, books, caroline, childhood, classics, cultures, different, educational, favorite, got, kids, lots, remember, stories",20
conv-26_session_6_D6:10,conv-26,,0
conv-26_session_6_D6:11,conv-26,"Entities: caroline, compassion, friendship, importance
Relations: appreciate
Keywords: appreciate, caroline, compassion, difference, even, family, friends, friendship, great, helping, importance, important, last, lucky, made, make, picnic, shows, sure, transition",28
conv-26_session_6_D6:12,conv-26,,0
conv-26_session_6_D6:13,conv-26,"Entities: acceptance, caroline, guidance, love
Relations: provide
Keywords: acceptance, amazing, caroline, done, every, giving, guidance, love, melanie, network, step, support, thanks, way, without",23
conv-26_session_6_D6:14,conv-26,,0
conv-26_session_6_D6:15,conv-26,,0
conv-26_session_6_D6:16,conv-26,"Entities: camping, melanie
Relations: enjoy
Keywords: beach, brings, camping, caroline, closer, family, glad, important, love, melanie, pic, support, unconditional, us",20
conv-26_session_7_D7:1,conv-26,"Entities: caroline, conference, lgbtq
Relations: attend
Keywords: accepted, ago, amazing, awareness, caroline, chance, chat, community, conference, connect, days, environment, felt, fight, gone, got, great, happened, hey, important",27
conv-26_session_7_D7:2,conv-26,"Entities: community, melanie, reminding, strength
Relations: attend
Keywords: accepted, awesome, caroline, community, events, felt, glad, great, like, melanie, reminding, sounds, strength, strong, supported, us, wow",25
conv-26_session_7_D7:3,conv-26,,0
conv-26_session_7_D7:4,conv-26,"Entities: caroline, drive, melanie
Relations: support
Keywords: awesome, caroline, come, drive, far, help, melanie, pitch, plan, wow",17
conv-26_session_7_D7:5,conv-26,"Entities: caroline, support
Relations: provide
Keywords: caroline, counseling, happen, health, help, important, into, jobs, looking, make, mell, mental, people, someone, still, support, talk, thanks, want",25
conv-26_session_7_D7:6,conv-26,,0
conv-26_session_7_D7:7,conv-26,,0
conv-26_session_7_D7:8,conv-26,"Entities: caroline, melanie
Relations: remind
Keywords: always, book, brought, caroline, difference, dreams, experience, glad, gonna, got, huge, last, like, make, melanie, need, pursue, read, really, reminds",26
conv-26_session_7_D7:9,conv-26,,0
conv-26_session_7_D7:10,conv-26,,0
conv-26_session_7_D7:11,conv-26,"Entities: caroline, connection, hope
Relations: give
Keywords: amy, becoming, caroline, connected, connection, ellis, family, feel, gave, girl, highly, hope, inspiring, lot, loved, made, nicole, nutt, path, real",27
conv-26_session_7_D7:12,conv-26,,0
conv-26_session_7_D7:13,conv-26,"Entities: accord, bringing, caroline, joy, pets, role
Relations: accord, value
Keywords: acceptance, accord, bring, bringing, caroline, exist, find, hope, joy, last, love, much, pets, role, self, showed, support, taught, though, times",31
conv-26_session_7_D7:14,conv-26,,0
conv-26_session_7_D7:15,conv-26,,0
conv-26_session_7_D7:16,conv-26,,0
conv-26_session_7_D7:17,conv-26,,0
conv-26_session_7_D7:18,conv-26,"Entities: cat, luna, melanie, named, oliver
Relations: name
Keywords: cat, got, house, liven, luna, melanie, named, new, oliver, playful, really, shoes, sweet",22
conv-26_session_7_D7:19,conv-26,,0
conv-26_session_7_D7:20,conv-26,"Entities: destress, melanie
Relations: destress
Keywords: caroline, chat, clear, destress, great, last, longer, melanie, mind, running, since, thanks, way",19
conv-26_session_7_D7:21,conv-26,,0
conv-26_session_7_D7:22,conv-26,,0
conv-26_session_7_D7:23,conv-26,,0
conv-26_session_7_D7:24,conv-26,"Entities: melanie, run
Relations: run
Keywords: caroline, gonna, great, health, keep, melanie, mental, run, thanks",15
conv-26_session_7_D7:25,conv-26,,0
conv-26_session_7_D7:26,conv-26,,0
conv-26_session_7_D7:27,conv-26,,0
conv-26_session_8_D8:1,conv-26,,0
conv-26_session_8_D8:2,conv-26,"Entities: kids, melanie
Relations: take
Keywords: busy, caroline, finally, fri, fun, hey, kids, last, made, melanie, much, pots, pottery, since, super, talked, therapeutic, took, workshop",25
conv-26_session_8_D8:3,conv-26,,0
conv-26_session_8_D8:4,conv-26,,0
conv-26_session_8_D8:5,conv-26,,0
conv-26_session_8_D8:6,conv-26,"Entities: inspired, melanie, nature, painting, projects
Relations: enjoy
Keywords: especially, inspired, last, lately, latest, love, melanie, nature, ones, painting, projects, together, weekend, work",23
conv-26_session_8_D8:7,conv-26,,0
conv-26_session_8_D8:8,conv-26,,0
conv-26_session_8_D8:9,conv-26,"Entities: adoption, caroline, council, meeting
Relations: attend
Keywords: adopt, adoption, bonded, caroline, children, council, create, determined, emotional, even, friday, glad, homes, inspiring, last, love, loving, made, many, meeting",28
conv-26_session_8_D8:10,conv-26,,0
conv-26_session_8_D8:11,conv-26,,0
conv-26_session_8_D8:12,conv-26,"Entities: appreciating, beauty, growth, melanie, moments, small
Relations: represent
Keywords: always, appreciate, appreciating, beauty, bring, day, decor, flowers, growth, important, joy, melanie, moments, part, remind, reminding, represent, small, us, wedding",30
conv-26_session_8_D8:13,conv-26,,0
conv-26_session_8_D8:14,conv-26,,0
conv-26_session_8_D8:15,conv-26,,0
conv-26_session_8_D8:16,conv-26,"Entities: melanie, partner
Relations: marry
Keywords: best, forever, marrying, melanie, part, partner, promising, together",14
conv-26_session_8_D8:17,conv-26,,0
conv-26_session_8_D8:18,conv-26,,0
conv-26_session_8_D8:19,conv-26,"Entities: caroline, parade, pride
Relations: go
Keywords: accepted, amazing, around, caroline, celebrated, definitely, felt, happy, memory, parade, people, pride, top, yes",21
conv-26_session_8_D8:20,conv-26,,0
conv-26_session_8_D8:21,conv-26,"Entities: accept, accepting, around, caroline, comforted, feeling, loving
Relations: accept, express
Keywords: accept, accepting, alone, amazing, around, caroline, comforted, comforting, community, feeling, felt, grateful, great, know, loving, proud, vibes",29
conv-26_session_8_D8:22,conv-26,,0
conv-26_session_8_D8:23,conv-26,,0
conv-26_session_8_D8:24,conv-26,,0
conv-26_session_8_D8:25,conv-26,"Entities: caroline, courage, finding, health, importance, mental, peace, pride, transition
Relations: express, mention
Keywords: authentically, back, best, caroline, courage, express, fear, finding, freeing, health, importance, mental, part, peace, people, pride, realizing, transition, without",33
conv-26_session_8_D8:26,conv-26,,0
conv-26_session_8_D8:27,conv-26,,0
conv-26_session_8_D8:28,conv-26,"Entities: melanie, share
Relations: share
Keywords: caroline, creativity, family, getting, keep, melanie, peace, share",14
